ID	untargeted_metabolomics_1	untargeted_metabolomics_2	untargeted_metabolomics_3	untargeted_metabolomics_4	untargeted_metabolomics_5	untargeted_metabolomics_6	untargeted_metabolomics_7	untargeted_metabolomics_8	untargeted_metabolomics_9	untargeted_metabolomics_10	untargeted_metabolomics_11	untargeted_metabolomics_12	untargeted_metabolomics_13	untargeted_metabolomics_14	untargeted_metabolomics_15	untargeted_metabolomics_16	untargeted_metabolomics_17	untargeted_metabolomics_18	untargeted_metabolomics_19	untargeted_metabolomics_20	untargeted_metabolomics_21	untargeted_metabolomics_22	untargeted_metabolomics_23	untargeted_metabolomics_24	untargeted_metabolomics_25	untargeted_metabolomics_26	untargeted_metabolomics_27	untargeted_metabolomics_28	untargeted_metabolomics_29	untargeted_metabolomics_30	untargeted_metabolomics_31	untargeted_metabolomics_32	untargeted_metabolomics_33	untargeted_metabolomics_34	untargeted_metabolomics_35	untargeted_metabolomics_36	untargeted_metabolomics_37	untargeted_metabolomics_38	untargeted_metabolomics_39	untargeted_metabolomics_40	untargeted_metabolomics_41	untargeted_metabolomics_42	untargeted_metabolomics_43	untargeted_metabolomics_44	untargeted_metabolomics_45	untargeted_metabolomics_46	untargeted_metabolomics_47	untargeted_metabolomics_48	untargeted_metabolomics_49	untargeted_metabolomics_50	untargeted_metabolomics_51	untargeted_metabolomics_52	untargeted_metabolomics_53	untargeted_metabolomics_54	untargeted_metabolomics_55	untargeted_metabolomics_56	untargeted_metabolomics_57	untargeted_metabolomics_58	untargeted_metabolomics_59	untargeted_metabolomics_60	untargeted_metabolomics_61	untargeted_metabolomics_62	untargeted_metabolomics_63	untargeted_metabolomics_64	untargeted_metabolomics_65	untargeted_metabolomics_66	untargeted_metabolomics_67	untargeted_metabolomics_68	untargeted_metabolomics_69	untargeted_metabolomics_70	untargeted_metabolomics_71	untargeted_metabolomics_72	untargeted_metabolomics_73	untargeted_metabolomics_74	untargeted_metabolomics_75	untargeted_metabolomics_76	untargeted_metabolomics_77	untargeted_metabolomics_78	untargeted_metabolomics_79	untargeted_metabolomics_80	untargeted_metabolomics_81	untargeted_metabolomics_82	untargeted_metabolomics_83	untargeted_metabolomics_84	untargeted_metabolomics_85	untargeted_metabolomics_86	untargeted_metabolomics_87	untargeted_metabolomics_88	untargeted_metabolomics_89	untargeted_metabolomics_90	untargeted_metabolomics_91	untargeted_metabolomics_92	untargeted_metabolomics_93	untargeted_metabolomics_94	untargeted_metabolomics_95	untargeted_metabolomics_96	untargeted_metabolomics_97	untargeted_metabolomics_98	untargeted_metabolomics_99	untargeted_metabolomics_100	untargeted_metabolomics_101	untargeted_metabolomics_102	untargeted_metabolomics_103	untargeted_metabolomics_104	untargeted_metabolomics_105	untargeted_metabolomics_106	untargeted_metabolomics_107	untargeted_metabolomics_108	untargeted_metabolomics_109	untargeted_metabolomics_110	untargeted_metabolomics_111	untargeted_metabolomics_112	untargeted_metabolomics_113	untargeted_metabolomics_114	untargeted_metabolomics_115	untargeted_metabolomics_116	untargeted_metabolomics_117	untargeted_metabolomics_118	untargeted_metabolomics_119	untargeted_metabolomics_120	untargeted_metabolomics_121	untargeted_metabolomics_122	untargeted_metabolomics_123	untargeted_metabolomics_124	untargeted_metabolomics_125	untargeted_metabolomics_126	untargeted_metabolomics_127	untargeted_metabolomics_128	untargeted_metabolomics_129	untargeted_metabolomics_130	untargeted_metabolomics_131	untargeted_metabolomics_132	untargeted_metabolomics_133	untargeted_metabolomics_134	untargeted_metabolomics_135	untargeted_metabolomics_136	untargeted_metabolomics_137	untargeted_metabolomics_138	untargeted_metabolomics_139	untargeted_metabolomics_140	untargeted_metabolomics_141	untargeted_metabolomics_142	untargeted_metabolomics_143	untargeted_metabolomics_144	untargeted_metabolomics_145	untargeted_metabolomics_146	untargeted_metabolomics_147	untargeted_metabolomics_148	untargeted_metabolomics_149	untargeted_metabolomics_150	untargeted_metabolomics_151	untargeted_metabolomics_152	untargeted_metabolomics_153	untargeted_metabolomics_154	untargeted_metabolomics_155	untargeted_metabolomics_156	untargeted_metabolomics_157	untargeted_metabolomics_158	untargeted_metabolomics_159	untargeted_metabolomics_160	untargeted_metabolomics_161	untargeted_metabolomics_162	untargeted_metabolomics_163	untargeted_metabolomics_164	untargeted_metabolomics_165	untargeted_metabolomics_166	untargeted_metabolomics_167	untargeted_metabolomics_168	untargeted_metabolomics_169	untargeted_metabolomics_170	untargeted_metabolomics_171	untargeted_metabolomics_172	untargeted_metabolomics_173	untargeted_metabolomics_174	untargeted_metabolomics_175	untargeted_metabolomics_176	untargeted_metabolomics_177	untargeted_metabolomics_178	untargeted_metabolomics_179	untargeted_metabolomics_180	untargeted_metabolomics_181	untargeted_metabolomics_182	untargeted_metabolomics_183	untargeted_metabolomics_184	untargeted_metabolomics_185	untargeted_metabolomics_186	untargeted_metabolomics_187	untargeted_metabolomics_188	untargeted_metabolomics_189	untargeted_metabolomics_190	untargeted_metabolomics_191	untargeted_metabolomics_192	untargeted_metabolomics_193	untargeted_metabolomics_194	untargeted_metabolomics_195	untargeted_metabolomics_196	untargeted_metabolomics_197	untargeted_metabolomics_198	untargeted_metabolomics_199	untargeted_metabolomics_200	untargeted_metabolomics_201	untargeted_metabolomics_202	untargeted_metabolomics_203	untargeted_metabolomics_204	untargeted_metabolomics_205	untargeted_metabolomics_206	untargeted_metabolomics_207	untargeted_metabolomics_208	untargeted_metabolomics_209	untargeted_metabolomics_210	untargeted_metabolomics_211	untargeted_metabolomics_212	untargeted_metabolomics_213	untargeted_metabolomics_214	untargeted_metabolomics_215	untargeted_metabolomics_216	untargeted_metabolomics_217	untargeted_metabolomics_218	untargeted_metabolomics_219	untargeted_metabolomics_220	untargeted_metabolomics_221	untargeted_metabolomics_222	untargeted_metabolomics_223	untargeted_metabolomics_224	untargeted_metabolomics_225	untargeted_metabolomics_226	untargeted_metabolomics_227	untargeted_metabolomics_228	untargeted_metabolomics_229	untargeted_metabolomics_230	untargeted_metabolomics_231	untargeted_metabolomics_232	untargeted_metabolomics_233	untargeted_metabolomics_234	untargeted_metabolomics_235	untargeted_metabolomics_236	untargeted_metabolomics_237	untargeted_metabolomics_238
76	0	16	1	9	13	0	9	12	1	15	12	0	0	0	0	5	0	11	0	14	11	9	12	4	0	6	0	3	8	1	10	0	0	15	9	14	15	14	0	1	0	13	7	12	0	0	11	13	5	0	0	0	4	15	10	16	10	0	0	17	0	0	20	7	12	4	0	0	0	0	0	12	0	1	17	0	15	6	0	0	17	0	6	2	16	0	6	8	10	0	4	6	8	0	16	18	0	21	14	0	8	10	0	12	10	0	15	0	0	5	0	21	0	10	10	7	0	2	17	16	9	11	0	6	0	18	0	17	0	11	10	0	16	18	1	0	6	9	16	0	14	0	15	0	5	0	0	18	9	9	0	2	0	0	12	7	13	8	17	15	0	4	0	14	0	0	15	12	0	11	12	0	0	0	12	0	15	0	6	0	13	0	0	9	25	0	0	0	0	15	23	22	5	0	0	2	8	14	1	0	11	10	3	0	11	12	18	13	10	0	7	9	16	10	12	0	0	16	0	11	11	0	5	0	7	8	10	13	12	0	6	9	12	6	8	10	3	5
77	13	9	9	0	10	0	14	4	6	8	6	4	9	8	10	0	13	9	8	2	7	9	7	0	0	12	13	17	17	17	0	6	6	10	14	0	21	8	16	0	6	0	11	12	7	1	18	13	11	7	6	0	2	14	0	0	4	0	8	16	0	0	0	0	0	16	0	0	0	13	17	0	0	7	14	6	0	0	3	0	5	0	15	10	0	12	0	6	5	0	9	7	0	8	14	12	0	4	3	10	16	11	8	0	3	7	4	13	0	0	4	1	0	0	15	13	0	7	0	15	9	0	4	13	0	0	13	9	12	10	18	12	9	9	7	11	9	11	0	6	0	7	0	0	13	0	4	9	15	18	7	3	11	9	0	0	0	9	10	18	5	11	0	0	0	5	20	8	6	0	5	6	11	14	0	8	16	6	12	12	0	7	7	0	2	0	16	1	0	9	3	0	0	8	0	15	12	0	13	17	0	0	22	14	5	13	0	0	17	13	8	0	9	9	0	16	0	12	11	10	9	11	12	7	9	7	7	0	6	7	13	5	15	0	5	4	10	7
78	3	17	13	8	3	14	15	0	12	10	9	8	10	0	0	19	8	12	18	15	15	2	6	15	6	0	6	13	1	18	8	10	16	10	0	12	9	12	11	6	20	0	0	0	5	0	0	13	7	6	0	8	7	4	0	15	0	0	0	15	0	3	18	12	0	11	10	0	0	0	11	0	13	11	0	0	13	6	0	0	2	0	13	8	7	0	0	9	14	2	10	13	0	11	8	7	10	15	8	9	11	0	3	0	3	0	8	15	14	0	12	0	0	10	4	6	17	14	5	11	10	9	11	14	8	2	8	6	0	0	0	0	15	9	8	15	16	4	0	14	0	4	12	13	12	11	0	7	1	0	11	11	16	10	0	11	22	0	6	11	12	0	0	11	9	9	10	9	0	11	0	19	0	0	20	11	6	0	8	17	1	14	0	2	11	16	0	0	7	1	13	13	0	0	10	12	15	0	22	9	12	0	13	9	17	10	0	0	12	8	19	9	13	0	0	0	9	12	0	14	10	0	10	0	10	8	13	0	16	10	0	0	0	0	0	2	0	11
79	7	7	0	18	9	9	4	5	3	0	0	6	1	13	0	10	0	8	5	9	16	0	11	7	17	24	21	0	1	21	0	9	2	9	7	11	14	17	0	13	17	9	17	5	2	0	12	6	12	11	0	12	5	11	17	8	13	0	20	4	12	6	0	7	0	0	15	0	6	12	6	6	12	0	6	6	14	3	13	0	3	12	6	18	18	13	19	4	14	17	6	15	0	17	16	0	6	7	0	0	11	0	9	7	0	0	8	19	0	11	11	0	0	0	0	18	10	10	10	0	14	9	7	17	22	0	0	9	0	7	12	12	11	0	0	8	5	3	8	13	0	13	7	5	17	0	12	17	0	7	13	0	16	6	14	6	0	4	17	11	0	11	12	16	10	12	14	0	0	0	1	15	5	6	10	12	20	16	0	9	0	12	13	0	0	15	0	8	16	15	0	9	17	12	4	0	0	2	9	16	9	0	6	19	12	7	0	0	13	11	0	14	9	10	11	0	7	0	0	13	0	9	9	7	5	0	17	17	1	2	19	8	16	0	8	14	3	11
80	9	11	0	7	20	0	12	13	10	21	21	0	7	0	8	12	0	7	0	0	8	0	0	14	6	1	13	11	5	9	0	3	18	6	0	0	0	13	0	0	4	15	11	0	13	0	8	1	8	5	13	13	11	0	6	4	13	7	9	0	4	4	17	0	0	7	0	0	0	0	0	11	10	0	10	8	8	14	3	13	0	11	0	11	15	0	8	0	8	12	12	6	0	12	0	0	16	16	7	15	0	0	9	9	0	10	1	7	7	16	10	8	0	0	0	5	7	7	8	8	1	7	6	5	0	19	0	18	15	6	9	12	7	19	0	7	6	12	0	12	15	0	0	4	7	5	12	16	0	6	14	18	12	10	0	11	6	12	0	0	0	0	6	0	0	1	0	22	8	10	11	0	14	20	14	0	7	6	0	0	0	0	10	4	9	9	0	6	21	14	13	6	20	20	14	18	15	0	0	0	0	20	12	9	2	12	9	16	9	0	12	0	0	15	8	5	6	16	10	12	3	10	0	0	4	13	0	0	13	13	10	1	14	13	0	6	0	0
81	0	6	0	12	17	7	5	8	0	0	14	0	0	4	6	11	3	6	5	13	13	13	12	7	6	5	22	0	14	13	8	3	0	1	7	8	0	0	0	14	7	0	0	9	0	5	16	11	8	6	16	0	0	1	11	4	8	0	4	9	16	6	13	0	12	0	15	0	9	11	8	12	10	7	0	9	17	8	11	4	5	19	9	11	12	16	0	0	8	0	0	7	11	9	19	1	12	6	7	9	14	0	10	0	11	4	8	13	15	4	0	9	8	0	3	0	17	10	0	12	0	0	0	14	4	0	12	11	21	0	0	1	11	7	0	6	12	10	14	0	7	0	13	10	12	6	5	12	7	9	0	4	8	9	0	10	11	15	10	12	12	9	12	14	13	18	7	0	7	10	2	15	7	9	8	9	0	4	0	5	0	10	0	1	0	19	9	15	9	0	1	0	9	0	9	2	13	0	16	6	0	9	16	22	13	0	6	17	0	0	3	4	0	9	7	6	15	9	0	0	7	0	0	0	11	10	0	0	8	16	0	7	0	0	14	18	11	13
82	3	12	11	4	14	0	0	11	0	19	0	0	0	18	0	0	10	7	0	6	7	11	17	0	16	18	1	6	0	16	5	13	6	13	0	3	5	10	22	21	0	0	11	0	6	8	4	10	7	14	19	8	0	0	5	7	3	0	14	8	23	0	0	10	12	8	8	0	4	0	9	0	0	8	0	10	5	0	11	4	1	0	16	29	15	17	16	19	0	10	0	0	5	0	8	9	12	10	3	5	8	2	12	0	14	8	14	0	13	16	0	13	14	0	0	14	0	21	10	10	2	4	0	10	14	5	19	6	9	8	0	9	14	0	16	14	17	14	0	0	17	13	10	13	12	0	17	0	2	0	11	12	12	12	10	10	10	4	0	11	0	0	7	3	11	9	0	4	16	15	13	0	0	0	4	0	15	18	0	0	7	0	15	2	0	0	16	0	5	5	7	12	0	5	2	5	13	0	12	5	18	7	0	15	7	9	3	18	12	4	10	5	8	5	3	10	8	1	0	1	0	14	3	11	10	12	18	14	11	0	15	9	10	0	3	15	8	13
83	0	13	11	0	14	8	0	0	13	0	7	0	12	0	0	6	13	9	17	0	19	5	15	0	11	14	0	11	11	21	0	0	6	11	12	0	1	10	7	4	7	10	6	9	0	5	0	6	0	0	17	0	11	15	0	14	8	9	0	8	10	2	4	13	12	0	15	9	0	1	11	6	20	0	11	0	3	0	15	2	18	16	0	5	0	0	0	5	9	0	7	0	0	9	13	12	10	0	9	8	0	12	0	10	0	8	0	4	0	0	8	12	8	5	3	9	2	0	2	6	0	7	0	12	13	19	3	19	5	0	0	0	0	0	3	20	8	0	0	11	3	0	9	25	0	0	14	8	0	0	0	6	11	9	0	6	8	4	6	13	0	9	7	8	8	10	7	12	0	8	2	16	22	10	0	10	9	0	8	11	15	0	0	13	12	0	8	9	5	11	3	4	4	1	7	0	7	14	5	17	0	0	9	9	11	0	0	12	1	8	16	12	6	9	12	13	8	16	15	3	0	0	3	0	0	10	5	11	17	15	11	7	0	12	11	15	9	9
84	0	12	8	0	0	0	3	1	11	12	10	8	11	10	16	4	0	6	5	0	0	13	10	8	7	17	7	9	0	12	0	13	11	10	0	8	5	0	4	6	10	5	0	0	14	0	0	9	5	14	0	5	10	9	7	9	12	16	13	10	0	10	16	0	0	11	0	8	9	9	11	0	0	7	0	8	3	12	16	13	2	5	8	15	16	11	3	8	6	12	0	0	0	7	0	0	20	0	15	7	2	10	9	0	0	4	8	8	0	0	7	6	9	7	10	0	5	0	16	0	13	6	0	11	0	15	0	10	0	18	6	14	17	0	0	0	15	10	5	0	6	16	11	12	11	0	17	0	11	11	8	0	7	5	11	4	0	4	13	10	0	10	9	16	0	7	7	4	11	7	0	0	10	0	11	13	0	0	11	17	6	10	0	6	0	6	0	6	12	0	5	19	1	22	0	0	11	8	15	10	9	11	17	0	18	9	0	14	3	0	11	6	6	10	13	13	11	0	6	7	2	0	18	0	15	5	0	6	16	12	0	9	13	10	9	0	0	4
85	16	4	3	11	16	11	14	1	9	3	17	15	0	3	0	0	12	0	19	8	0	0	0	11	0	10	13	12	0	15	11	13	11	3	12	13	0	8	12	17	4	0	0	0	8	10	6	0	0	0	10	4	9	6	14	5	14	0	0	11	0	0	15	0	9	0	0	11	0	13	0	10	14	0	11	9	12	19	0	10	0	17	8	18	16	0	0	0	11	0	11	8	6	9	10	0	0	0	10	12	0	4	11	0	14	12	7	0	9	0	8	13	15	0	1	0	8	14	10	11	0	3	8	8	0	9	7	12	4	6	7	12	1	0	11	0	4	10	0	13	0	8	15	8	18	7	16	0	5	8	13	0	7	0	15	15	12	0	0	0	12	9	0	0	9	0	0	10	4	10	16	7	13	11	16	8	0	13	8	18	7	0	7	0	0	0	9	17	13	11	6	15	12	0	10	0	10	8	14	16	11	11	15	14	16	7	0	0	7	5	6	21	0	10	0	0	9	0	16	0	0	16	5	11	0	0	8	6	0	11	0	0	0	0	11	5	14	0
86	15	7	0	4	0	0	0	22	0	0	11	0	10	10	12	0	0	0	15	8	0	16	6	0	6	12	0	0	0	0	9	7	0	4	6	5	6	16	0	3	15	0	13	14	15	5	0	19	7	0	0	0	5	13	14	6	11	12	0	18	8	10	11	14	12	14	0	13	13	11	4	0	4	0	0	10	8	0	17	12	0	19	10	0	0	11	15	8	0	4	3	7	10	0	20	14	5	16	0	13	8	0	20	0	0	13	0	0	11	10	8	9	0	12	11	0	10	2	0	9	0	5	10	0	2	9	0	14	5	2	0	15	13	3	7	8	0	0	17	4	0	0	10	10	22	13	0	13	10	13	5	9	1	5	0	4	13	12	0	12	9	0	5	0	0	7	0	0	13	0	8	0	0	0	1	18	0	10	17	0	9	14	12	8	0	2	0	18	16	8	3	10	7	11	12	1	18	6	0	13	10	8	10	0	19	14	17	6	0	0	0	10	0	9	18	0	6	12	7	21	0	7	7	0	13	11	18	15	14	13	8	6	11	0	0	4	16	14
87	14	0	21	10	9	0	8	0	6	17	12	0	10	11	0	4	9	2	6	0	15	7	8	3	7	11	0	9	0	0	4	19	0	2	0	13	11	12	0	11	11	16	10	0	1	5	0	0	13	0	19	8	12	6	11	16	5	8	5	0	4	15	4	11	5	0	9	5	5	9	10	4	5	17	6	0	0	0	13	0	9	10	0	0	8	7	9	9	0	4	9	13	0	11	5	0	18	12	16	0	0	18	15	10	8	10	22	0	14	12	15	12	13	23	10	13	0	11	19	11	12	0	25	6	11	12	15	0	0	14	0	0	7	0	9	12	0	15	20	11	10	3	0	0	7	13	0	0	0	9	13	0	0	6	0	0	9	9	8	6	11	0	7	0	0	11	12	0	10	0	15	3	7	0	5	13	5	3	6	14	20	14	0	8	13	16	9	7	1	0	14	9	11	8	0	0	15	16	21	0	12	7	0	0	9	0	2	11	0	16	10	18	0	5	23	0	0	8	7	9	0	0	21	0	13	6	0	12	0	14	10	6	0	12	0	8	0	10
88	13	0	9	13	10	0	20	6	0	9	14	14	0	3	0	0	9	6	16	8	0	20	0	17	0	5	14	20	8	6	0	6	6	10	5	16	17	12	14	10	8	6	24	14	12	8	20	0	11	0	12	12	3	10	17	0	7	19	1	8	12	15	15	0	7	0	13	9	6	0	2	1	9	6	0	15	0	0	7	11	9	3	0	0	15	10	0	0	8	6	0	18	17	0	0	10	13	0	13	0	15	0	0	9	6	0	15	9	8	0	0	4	14	12	0	18	10	0	10	0	0	0	0	15	11	0	9	20	15	0	3	8	4	3	5	0	15	14	8	10	11	11	0	10	9	0	13	7	10	6	10	7	10	0	0	12	0	17	12	11	0	15	14	0	0	0	7	12	0	16	11	5	9	0	4	0	0	8	24	11	3	0	0	18	12	0	9	15	4	8	3	19	0	6	7	0	11	9	0	0	13	0	0	5	15	0	0	2	3	0	2	0	8	0	12	0	8	0	0	0	16	11	15	0	11	12	18	19	0	0	11	16	0	3	0	10	13	12
89	11	12	15	2	12	8	0	12	0	0	10	8	12	17	22	12	0	2	10	5	15	0	0	3	0	0	8	7	5	0	12	8	10	6	10	0	4	10	15	7	3	8	14	9	12	16	13	7	10	11	7	9	0	10	0	13	0	0	0	10	0	1	5	7	12	13	0	12	0	6	11	15	9	13	18	0	7	7	0	0	8	10	0	1	0	0	0	0	12	10	0	9	8	0	14	8	0	4	0	15	0	0	0	8	15	16	15	3	0	12	0	0	0	18	8	0	1	12	0	20	9	12	0	0	0	0	14	17	17	0	9	0	0	4	0	5	2	1	7	0	2	8	0	0	13	11	0	0	14	5	0	0	0	18	9	17	13	15	0	6	12	15	19	13	9	4	0	16	4	0	7	0	12	14	11	18	17	6	12	14	11	15	21	6	1	13	0	13	13	12	10	3	12	14	9	14	7	5	16	0	15	13	0	2	14	9	7	0	8	1	12	5	7	0	9	5	12	8	12	0	19	0	0	0	9	0	6	12	12	0	0	2	6	0	7	5	10	12
90	5	3	0	0	8	0	14	5	13	12	14	5	18	0	12	0	10	0	0	0	10	0	2	12	9	13	12	10	0	0	0	15	14	0	5	4	9	6	6	8	0	0	0	14	14	16	0	11	8	11	16	0	15	11	2	4	9	17	12	15	8	8	11	0	6	10	15	0	11	7	0	10	0	0	14	0	10	5	10	12	10	6	9	13	15	0	0	8	13	10	0	0	0	15	8	0	0	0	9	7	12	6	13	13	8	8	9	0	9	0	0	0	10	0	0	0	0	15	19	14	0	6	8	13	0	0	0	22	19	16	10	7	0	11	12	2	0	7	0	14	0	1	12	7	10	0	5	4	0	12	7	10	8	1	10	0	0	18	10	7	9	11	11	17	9	11	0	0	17	9	18	7	9	0	6	5	0	9	0	8	8	0	2	13	5	0	0	9	17	13	18	0	12	16	0	8	18	12	9	15	0	0	6	7	7	11	3	11	3	12	0	4	15	8	0	12	0	4	12	0	8	9	12	10	10	0	0	3	13	0	2	16	12	5	10	11	7	0
91	10	0	0	15	14	9	7	9	0	15	0	8	0	0	9	0	0	14	4	10	11	0	0	15	10	0	16	6	19	0	5	0	0	5	0	8	22	0	12	0	3	6	16	0	0	11	8	12	16	11	11	7	13	5	7	12	15	13	14	12	9	18	9	17	13	6	17	0	1	11	0	10	3	10	0	4	13	11	14	14	10	0	11	0	12	0	11	0	2	0	10	15	4	0	0	10	0	0	5	0	0	4	0	12	15	12	11	6	9	16	0	0	0	6	11	3	9	11	12	3	10	3	13	8	0	7	8	6	0	15	4	8	11	15	4	0	20	0	8	0	0	8	9	0	0	0	5	5	3	7	15	5	5	0	16	7	0	9	12	20	7	0	0	23	21	17	6	0	0	0	9	0	0	13	2	0	17	0	9	17	0	0	4	3	9	2	12	8	3	2	24	11	8	22	6	8	12	9	17	12	11	0	9	12	15	9	10	2	12	6	11	13	0	7	3	0	17	1	0	10	4	12	0	13	18	0	9	0	16	3	0	0	13	10	0	17	11	5
92	2	11	0	13	0	11	3	19	11	0	17	6	9	0	0	16	15	16	0	19	0	19	4	9	0	13	4	0	0	0	0	0	11	14	6	5	8	10	12	6	9	7	17	6	0	11	1	7	8	0	8	2	0	0	1	16	15	10	3	17	0	18	10	19	11	12	14	10	13	9	10	7	9	6	0	0	0	0	0	17	9	15	12	4	4	2	5	16	17	4	8	0	3	11	8	12	12	11	0	8	18	0	0	8	0	15	0	14	21	0	0	6	0	10	19	0	0	10	17	6	0	10	0	13	7	6	12	6	17	0	14	0	13	0	0	15	0	0	0	0	16	14	10	0	0	10	0	15	11	6	9	0	0	0	12	0	0	22	14	16	14	0	0	0	4	6	10	8	0	11	17	15	13	0	15	0	9	1	9	17	5	0	2	10	0	2	9	3	21	0	22	0	16	10	11	8	5	5	19	0	10	6	0	0	0	3	0	13	7	23	11	7	0	9	11	7	0	13	0	11	0	12	7	21	4	11	0	0	0	4	11	15	0	0	1	2	5	9
93	0	8	9	1	13	0	0	7	0	0	0	5	0	10	13	9	0	0	14	8	13	9	0	6	0	15	7	11	0	0	10	19	8	0	0	22	8	16	0	12	13	5	0	0	0	5	15	13	5	12	3	7	4	24	13	0	11	11	9	14	12	0	14	12	12	10	5	10	0	14	14	14	10	6	0	15	15	0	1	13	13	9	0	10	14	0	0	0	0	6	0	11	14	5	0	0	6	5	13	0	12	13	6	6	0	8	6	4	0	6	6	7	4	14	16	13	9	16	0	13	4	4	14	0	13	8	11	10	10	9	0	16	20	0	6	13	0	0	11	0	12	6	18	1	7	0	0	0	3	13	14	2	8	11	8	9	23	8	7	8	3	15	9	12	7	0	16	17	0	0	6	7	9	0	10	11	10	0	0	0	3	19	0	0	17	7	0	3	11	16	0	7	8	0	6	15	1	0	14	0	5	5	16	13	13	0	9	15	0	11	0	17	17	12	7	0	7	11	15	0	0	1	12	0	11	20	13	10	0	0	2	13	12	6	9	13	13	0
94	16	0	5	15	13	11	6	16	6	0	10	7	0	4	13	16	4	6	12	0	0	13	6	0	8	9	0	18	10	6	4	16	0	0	0	14	9	13	7	14	0	3	13	0	0	7	4	5	0	16	0	12	8	0	7	0	0	0	21	8	3	4	7	14	1	4	7	0	8	3	20	15	8	17	1	10	1	4	21	0	11	9	0	0	10	18	2	7	16	6	0	0	0	0	0	0	0	10	11	4	4	11	10	4	0	9	2	0	13	13	0	11	13	0	17	12	0	3	8	3	0	22	5	23	6	15	0	0	11	0	4	0	0	0	0	2	18	0	5	3	7	0	0	11	4	4	5	0	4	2	13	0	17	6	0	11	0	0	2	14	5	12	6	0	9	0	0	7	0	4	0	0	0	0	0	12	0	0	11	11	13	0	15	10	0	11	0	16	13	0	2	0	0	4	9	3	0	7	7	16	7	10	16	17	12	6	13	0	0	10	14	7	15	12	11	12	8	0	10	0	0	15	10	11	0	0	16	14	16	8	5	23	6	15	11	16	6	0
95	8	13	7	6	7	17	0	9	0	10	0	11	0	10	16	0	0	14	0	9	0	8	10	12	17	15	6	0	17	7	10	0	0	12	1	8	4	0	0	0	0	7	10	11	7	0	14	13	13	7	0	1	4	10	13	0	12	19	0	13	9	0	19	2	15	0	12	12	8	9	0	15	0	10	12	11	4	9	16	8	13	10	0	0	8	9	7	9	0	10	0	8	0	13	0	8	14	14	0	0	0	0	13	0	19	0	12	4	2	10	4	22	4	0	0	0	9	2	21	20	16	8	10	10	14	10	10	5	14	0	11	20	14	15	12	15	0	0	9	14	8	0	0	19	4	0	10	12	3	7	3	5	0	8	13	0	0	13	0	22	16	16	0	4	1	3	12	16	0	15	0	6	10	9	0	0	0	0	10	12	3	10	0	5	10	15	12	10	1	17	15	14	5	18	7	0	3	5	12	14	13	19	0	0	15	9	0	0	10	10	17	6	2	0	16	6	4	0	0	15	13	11	11	0	16	13	4	0	0	0	11	18	10	25	15	14	19	0
96	15	16	16	0	7	12	6	0	12	13	19	16	18	0	13	0	0	0	12	3	0	7	22	0	7	13	0	0	0	0	0	19	9	11	4	7	0	5	5	4	0	0	11	11	16	15	13	0	0	6	0	9	4	8	12	13	13	12	9	6	0	16	0	15	0	3	7	8	7	12	8	0	0	15	0	9	5	14	13	0	8	10	12	12	19	0	7	0	15	9	7	14	0	10	7	0	11	0	0	0	0	15	6	13	5	2	12	6	16	0	19	11	0	0	10	9	17	10	8	0	11	0	0	0	8	1	0	10	0	0	7	0	0	8	12	15	0	14	0	5	0	9	0	15	7	0	13	0	0	2	0	11	0	12	4	6	16	16	17	0	8	0	17	18	6	10	2	2	4	7	4	0	0	9	15	0	0	14	0	12	0	17	9	0	3	0	5	10	9	0	0	0	4	0	12	0	5	11	9	12	8	15	0	0	12	20	6	6	0	2	3	15	13	11	15	0	16	12	14	16	12	0	5	10	10	0	0	15	7	9	12	6	8	0	4	7	10	9
97	10	8	0	0	15	10	26	9	16	7	13	0	7	8	10	0	0	3	0	0	13	5	11	9	0	12	17	0	11	4	9	0	13	12	10	6	0	11	14	9	12	7	16	5	17	10	3	16	5	6	5	0	13	0	0	12	0	0	9	0	0	0	15	0	19	3	7	0	1	0	11	5	5	1	6	11	15	0	10	11	2	6	8	16	0	18	18	4	0	0	18	0	0	7	20	12	0	0	0	4	7	0	19	0	15	24	6	9	0	9	18	17	18	14	0	10	7	0	0	18	7	12	0	9	8	0	5	4	5	10	5	0	5	17	9	0	5	7	0	0	5	6	7	0	0	9	0	12	7	6	21	0	13	11	0	0	10	3	0	10	3	0	10	15	7	11	0	3	8	0	14	0	6	18	0	12	15	11	6	0	4	3	1	10	4	5	16	0	0	0	0	7	0	11	10	11	0	16	11	0	0	8	15	10	9	0	6	0	16	14	11	15	14	2	7	10	5	9	5	13	9	8	18	19	5	8	13	10	15	10	13	0	6	7	0	16	0	13
