ID	metagenomics_1	metagenomics_2	metagenomics_3	metagenomics_4	metagenomics_5	metagenomics_6	metagenomics_7	metagenomics_8	metagenomics_9	metagenomics_10
13	36.91894902183675	42.634260179871994	43.10068343530588	41.943983532525266	45.69985664797625	43.58184942705073	37.332086433100166	40.65243975781335	42.18434626558233	40.254856382074465
14	38.46910831835673	43.955692018200324	43.732278926687826	43.486079100610404	43.70405069759234	41.9141525276018	38.051496369913	41.55826280385109	41.5087067792319	38.95974966840434
15	38.76231241226215	44.80536186847422	41.9120227817615	44.34338847836789	42.161901254250004	41.984639961768444	36.55418303947665	42.69822249586597	40.81333567608644	37.803906757475616
16	36.42448478274367	43.659412811415166	42.37335555579662	41.80001059548723	44.17063387760919	42.20635656750386	36.91615860648316	40.490637578237056	42.18215328874314	40.56827597150003
17	38.26805853806269	42.65439611569199	44.68275157497321	43.42144820778185	42.72863719365414	40.31372423451178	38.96197277012442	41.67714716552045	41.120784236882955	38.91348986429114
18	37.278448248781785	42.45257741514521	43.44968153300804	42.73371749053316	44.008098959242545	42.50340934443317	38.006909236888845	41.03226886081052	41.40614780357289	39.24206411800548
19	38.63550458658165	42.61975349543445	43.91210316491884	43.93530259297101	43.249341519005945	42.148454656141304	38.13648790998498	42.37930961657428	42.567747000583125	38.28206528896434
20	38.44968315338769	42.28259230602474	43.26253677312726	43.66423342767727	43.486378541343605	42.53241691867435	37.7601837886097	42.02580233499977	40.097938391576236	38.27889250112969
21	38.78824277254489	45.399946259710724	42.23886025845231	43.76369488220768	40.92522452036471	40.80131604832833	36.53422661219662	42.421966409872724	42.07063185965359	38.56200961766555
22	37.88676051657844	43.386224073411015	44.64746636843552	43.170650979950835	42.15359445720209	40.43461665594244	39.07739711023182	41.88690641126078	42.18752030797111	39.08683366824076
23	38.56511550709392	43.44513292815396	43.66001497402166	43.841929278668346	42.059464076071144	40.78184830747336	38.18889703580868	42.141804612564115	41.926669970622335	38.458549488735386
24	38.63481310901549	42.91660105072805	42.605140937923906	43.712014429001485	42.83901364881667	41.75966525216589	37.15213768979325	42.43895777884859	41.5063884953297	38.70495371047046
25	38.93984280483197	44.48812069191499	45.0518177272442	44.643203634230076	42.18579826293103	41.006813623899646	39.5752057722545	43.25843303587713	42.016416234954704	37.56683048789614
26	36.32662429850728	44.90733850582848	44.29327563574488	41.723106862671635	42.66478420962918	40.41583367653302	38.500361501337174	40.1572338987385	43.58775070979363	40.59199387020433
27	39.41478862630471	43.58863277488655	42.781131235141004	44.46640925098065	43.400551641927855	42.22296385870102	37.45494272104228	42.30768908222561	41.50590488071013	37.96170099451958
28	37.852707361002956	44.597460499521034	43.58169190906963	43.01783921249358	41.968353355607775	40.424937954128936	37.839520161215134	41.54545445819955	40.97433013790475	39.489017751446056
29	37.95211590060696	43.53590069870459	43.37649073812193	43.167888673015845	43.31129382062688	41.6085899196353	37.851372856434715	41.367302813247534	41.92228040491687	39.4299487139158
30	40.18748947840981	44.514976988993105	42.27327442582467	45.23946356424029	41.71788646744101	41.94366912730107	36.75353265292661	43.624319456350804	42.167706736750375	37.141857834153
31	36.88156754689095	43.1137640338061	44.29805712155611	42.00875342819034	44.331418844847086	41.56677695553193	38.30002730322785	40.630930381874784	42.41576621710058	40.211854739633125
32	38.9823985275325	43.55700918636859	44.52957866443048	44.27549510570037	42.10880925686072	41.685298764096764	38.920776983663	42.70428594336729	42.388107035839475	37.57801581835994
33	37.79296523899698	42.33213966020574	43.203259546815005	42.76327059112321	45.009750457470474	43.129280260070686	37.54767147394468	41.77438623051176	42.59604224166374	39.419292949517796
34	38.29998460082499	41.635391832098755	44.86862798159437	43.51230759995092	43.31772789506093	41.11594386256593	39.40252177789027	42.097769933927125	41.94736963132274	38.61431072651939
35	38.36608111865865	44.16927724262271	42.753924525626175	43.480669746546596	42.67947324085902	42.33420034353301	37.01351762880362	41.84579583789254	40.35873274909023	38.52573551132711
36	38.68719082159511	45.12744700206601	43.2780983867072	43.75936465461827	43.60118674711996	41.98469897908934	37.67134506621936	42.04919265637592	40.17997863925681	38.89244145165882
37	37.31727332830069	43.59361456257794	45.08563722504842	42.34386385027306	42.54314857335477	40.615923869993885	39.395320078791435	40.847783730383256	40.79655514112152	39.56265075169625
38	39.59841632274226	42.80463682107746	42.33260032868989	44.70276971517129	42.81232141337992	42.772380370720825	36.777367433407996	43.08518312948545	41.81627617785676	37.478142667348166
39	38.55108120129289	44.45562743022459	44.47123196654936	43.78404939556876	42.29803315163468	41.56067770910348	38.77715046362719	41.63857528821717	40.88856616399865	38.42198607508045
40	38.910218987280636	42.23004825163039	43.910662078005664	44.40108656121316	43.74684277090504	42.10267758828214	38.06111761125665	42.859810611111456	42.35887701675813	38.08351007629382
41	38.49426928462265	43.24931102681372	43.961421168886126	43.80565961363739	42.74303521575084	41.30606723951377	38.66122810505055	42.198323614565886	41.496228730444294	38.53908146264212
42	38.99137693656612	42.95696475447581	45.65133009400714	44.17474910969137	42.671176666025524	41.58064458162254	39.6703419543483	42.55803921815174	42.05210042331591	37.78488379803469
43	38.962243972255216	43.33156750134503	43.76793903907277	44.28154125500946	43.82174442689008	42.5319076098397	38.01671351863915	42.429554552413364	41.67396423895613	38.08185293867905
44	39.29614412497396	42.11617727176214	43.67865319625527	44.47350822765117	44.01016316145924	43.43460182810232	38.1369895160165	43.1544564454532	43.118063704703076	37.605216124004656
45	37.26159933323322	44.562771901576646	45.528141855465904	42.94410105059511	42.62517453483673	41.257603703587655	39.70450946410488	41.139726034075686	42.71134358963049	38.92202033808572
46	39.11960557766686	44.259287327555505	45.57135775136022	44.53612674833945	42.332116292029404	40.76423436229356	40.068105106072856	42.55931696599742	42.94946606480049	37.82478257319401
47	38.6765452081201	44.85748294778261	42.570354731484706	43.95869937507417	42.37176544259297	40.92599753704616	37.206816193706025	42.03631710391692	40.78618209175488	38.14432473925536
48	37.97470715447983	43.33030467029818	43.64232368735077	43.68125842643137	42.23331106139529	41.42657542526994	37.728333135558046	42.084275259382615	42.262668516870036	38.62098386475307
49	38.50483702650033	44.51845191687373	45.140166184622544	43.88467880041354	41.970948130650896	39.24608571222834	39.70145201150387	41.976746274026084	44.0371183556765	38.94890977430897
50	38.77546510840656	43.79442931985408	43.695337407347836	43.81797237756223	41.69604580780332	40.188825788840546	37.95122129651886	42.14541253025311	42.090814998260136	38.55296973510302
51	36.844414384734065	41.64314132289005	43.647860004877764	42.13733355648948	44.13892162887381	42.30550531000779	38.01354056032459	40.87747218854576	40.9880413730012	40.10467702934493
52	38.573692890175856	42.25088934817959	41.95659596006663	44.00445360959961	44.35930166991629	44.104163043898545	36.18339074138271	42.38300598988278	39.862426672119994	38.235238333067244
53	39.19028652973407	43.30266102146757	43.58516952862795	44.49000610917942	42.73518309518235	41.666911281933395	38.26740745902265	42.85358103877983	43.534265419533014	37.6367324792454
54	35.764669429851025	43.27679814083334	43.62140214232913	41.052831823774866	43.74032310809906	41.59759748026896	38.16379655604988	39.67197835992353	42.8084232924216	40.85273157217497
55	40.3993850709289	43.41883921219863	44.725700087456204	45.09161013802385	42.47668981950423	41.48684985383287	39.23287542082931	43.35993797149764	41.483093611770414	37.19847237732298
56	40.86265511657304	44.315519186956244	43.35619752031529	46.28342238625093	40.97063448533619	41.98220041149929	37.702350974236786	44.65929935205487	42.44101062369331	35.73084625590087
57	37.88460190327081	44.86182373768906	42.60614171004676	43.01130493336811	44.20092080702192	42.672244455710555	36.91010987384509	41.44978252634246	43.343289223332334	39.3121387041485
58	37.83692875729681	44.663005057220914	43.93135010826515	42.895779696918666	42.539600826679276	40.54161339975892	38.44401116493546	40.87280909028317	41.05035360243483	39.386561324959175
59	38.23921987351088	43.24253246838197	45.129944645660295	43.344517353832984	42.38494217429902	40.36886797683992	39.35113579160157	41.614767448374295	42.345234091249814	39.14791999638915
60	37.852496266396585	43.8190881492204	43.63735742041743	43.228625598823264	44.206012978387044	41.6831079464304	37.92827484724647	41.570751237172956	42.72229775950448	39.450438543732716
61	37.74554531986891	42.91904432769758	45.3212670243575	43.1052241027128	43.13875642879778	40.733159860746426	39.43654596019877	41.59196805637052	43.47935299761215	39.306370094509795
62	38.63425605835566	43.82047763967997	43.424125673988804	44.06559177740924	43.36021405970102	42.91848632058222	37.83664176852611	42.63158797599493	41.9803828593308	37.879832115336505
63	39.36754698607347	44.0407667700249	45.178775746221184	44.29181486964182	40.023346598147484	39.03740191547109	39.61106111954062	42.28411938131124	41.89980159203284	38.03379168596971
64	39.68793838805724	43.74147184414406	42.12106190773783	44.902348036596095	42.82767384981812	43.433904445916184	36.54509494629971	43.37555813477866	41.90196582592488	37.064786205597144
65	38.58447648818736	43.1983010279656	43.750851398955334	43.76465676133246	42.60981149262134	41.075992751253494	38.37317375719348	42.287231071336016	43.62811010739539	38.45072983013349
66	38.03985158012669	43.592429855152346	44.75919059677947	42.96470214768655	43.173480337435635	40.779341151012915	39.00768485955395	41.26016618115895	41.548476448103635	39.29830721830483
67	38.972106551626766	42.38821061430988	45.52927023555995	44.108110010463754	41.99348045095936	40.60610161011889	39.90814830509922	42.46110055742458	41.61048594032892	38.431416613838415
68	37.41548429183981	44.555850122719406	44.01105827888564	42.59205596375287	42.92949651673835	41.57927690499888	38.609206963515184	41.296926357165695	42.00346205357371	39.37963807970897
69	40.42079120277544	43.11566745590543	44.255968163301816	45.544578334217896	42.81109190476803	41.41421226906216	39.14112768249338	43.921157532615844	41.738072438483684	37.11259610627052
70	39.832577939803954	42.998739964807314	43.82348767958895	44.88596432466727	44.05334615469691	43.394619591697676	38.19213544826868	43.299984393727854	42.46523883839623	37.047893479256714
71	39.362416678763395	44.939438250274826	44.61456400796628	44.763030538622736	41.704628906644935	40.73679784692861	39.26582162837613	43.1528976349344	43.31846686043248	37.319921339277585
72	38.87188082750995	44.01525027147064	43.40061225184032	43.99320127838984	42.729478852976726	41.526201150558926	37.97346470288996	42.18617842802364	42.78946320760239	38.42146854221305
73	38.990245913867426	44.50980270943453	43.72051167115809	43.77067153984645	43.8573724301724	42.80556691409395	37.89832072149878	42.194427932156756	43.445961766966334	38.40463442041281
74	39.15715312556793	45.750332547931826	43.10924263199578	44.724095294302536	42.001207193819006	42.156708060687016	37.80307353660158	42.92281089955204	42.27956266265241	37.059962930436
75	38.37091693689139	43.05615984506346	44.9918946708984	43.44058220459462	43.250123965584486	41.7423803099241	38.79070041215296	41.806884599250374	43.44590306133201	38.85134165580291
76	38.14511597263775	45.73703847619234	42.660012175928436	43.46328475369884	42.603723882602694	41.62216379826567	36.72785766942342	41.56948340754481	40.633850060160945	38.6137509825947
77	39.48146693313616	43.8418964551546	44.79218678313599	44.60315505447234	42.459434771388686	40.546185082995414	39.30956379333619	42.9348859005395	43.44208041142565	37.70496098271537
78	36.72228323923131	43.70693664477588	43.477124888902644	41.827410571864284	43.67311339278322	41.41954320017978	38.08814239934651	39.978228751098854	42.36168997041487	40.474820098907685
79	39.85526564319796	43.96160421140473	44.921082833982084	45.349691632581845	41.577370017943544	40.59779861496777	39.670217651401686	42.94552406345196	42.52862631660211	36.8190441569148
80	38.28655297726619	43.71199257551688	44.14115982179818	43.42009244941427	43.97056228853188	42.52655013634711	38.52093706708978	41.78623865422008	42.80902819355447	38.7998369232494
81	37.74988551785	43.93853591389125	41.57000442852898	42.93746343876588	41.49970186949595	42.20992479209024	35.76404085388336	41.46137416088744	43.891275140715145	38.79573331770542
82	38.09013004536975	42.568965833500286	43.20146808775715	43.60490639984613	44.617427461021634	43.102960321487764	37.75990597491817	42.006119484473786	40.4735127411725	38.63164678544829
83	39.302567820614826	43.71527071349486	45.57362468435882	44.612681173100164	42.770317621595375	41.177070660199554	39.730042657430815	42.62285618476614	40.318141169558885	37.693816031793894
84	39.10119808273885	41.231832016207264	42.99941072448	44.646783460880414	43.978613016727735	42.73937089374022	37.80590296713485	43.19098712385708	42.40290569592521	37.577353255598084
85	39.38965775802389	43.13929926870856	43.77574032520154	44.8126982502152	43.30080660231953	41.85508132780797	37.86776530397966	43.49294488465552	42.53578945813169	37.50176324455873
86	37.256653438017686	44.1461339863864	45.06071814098833	42.54033370319118	42.50927950269825	41.263482319994324	39.43305811704954	41.01754033254138	42.13070279709381	39.38502544172533
87	39.31753240522227	43.32777038915209	42.94102326009833	44.85143670214179	42.74308911623891	41.756437963568864	37.000650161607815	43.45832274534301	41.86319381962274	37.71274697558176
88	37.04494446326422	44.4601884098909	44.174703863164545	42.60886934932413	43.407172243115255	41.838801429537895	38.83326531859521	40.69939895724108	39.08517251451326	39.44477556332279
89	39.51372949316528	43.30738898036778	42.77340321965586	44.60013837839693	43.356363643120794	42.36755178528572	37.157209618209066	42.79932737007639	42.30899528290009	37.81684305210226
90	39.2284259028981	43.71064703490944	44.17204045825524	44.78690833979825	42.678795340931316	41.5126949157521	38.80016552609243	43.05049837947643	43.38652322958708	37.24928439723333
91	37.69981418170181	44.03015629675015	43.722724624021595	43.19412809591343	43.38327597301142	42.23188444182442	38.01847867175236	41.38610838583875	43.07370848892896	38.94373412992531
92	37.94021271110713	43.84238440544828	45.30029159892377	43.06612101968718	43.4777044999968	40.84684559448654	39.00566561865563	41.56887744593186	42.37033232128422	39.5605154721686
93	38.92618198439364	43.07781739067683	45.14674656312229	44.438783420765624	42.61208320730969	40.81068963674855	39.749533916833734	43.016111545449306	43.37070180063353	37.85670405873744
94	39.910478011620086	44.41641884596327	44.375271688770404	44.93593713204677	42.32017092412257	40.8413625503368	39.10899193254619	43.4099752425369	42.97825630989621	37.41726104120252
95	38.338421664764695	43.52856487246865	43.11536135247763	43.53294877365243	43.56163343643811	42.600414463610065	37.463754414197076	41.695736467119815	42.31397880301563	38.80620153595519
96	39.66983751546662	43.08157904867876	43.705520585015115	44.727618880482	43.310337877716115	41.79809253870942	38.18295438150552	43.06829357111874	44.06065652706989	37.892420451589565
97	37.499939030658076	45.09757032068151	43.75240938244448	42.650747701403695	43.76008831109211	41.87274088325522	37.84345266219639	40.95479659960351	40.888335789924646	39.45978675721455
98	37.92886665513257	43.550662714525835	44.113381154018384	43.297313475024545	42.16403145303658	41.13778804809251	38.586819439553764	41.75527611071602	42.19771420245446	38.873731907869335
99	37.668170255938946	44.33509196150995	43.39259466709633	43.19303161931778	42.273747822890485	40.16210904639402	37.73331670589878	42.04105037049992	42.21656793543744	39.23894886507868
100	36.4509139367218	44.41655370358426	42.844868082578884	41.83668324306884	43.13322268142486	41.303814986675434	37.20169016946912	39.9748149913814	44.07026433907828	40.398570517564664
101	39.00195458782204	44.13303994210462	43.17592698734918	43.9789242774163	42.78638534869736	41.81811254263448	37.435728688907524	42.5847166141115	41.35608202122464	38.431466265780465
102	39.38408898602154	44.7387539004944	45.43262438618219	44.66605412641892	41.25846369501344	40.45110633135375	39.73327525412146	42.98527710203985	42.95387825485274	37.428643486299336
103	37.26729376609212	44.09902062676396	45.21768062909145	42.480853814571105	43.01883628346679	40.14102326938467	39.72878990969417	40.6211229336593	41.719114816537825	39.803396323146224
104	38.4616160741579	44.6148496072095	44.02169872463482	43.88350353407377	42.51769972685668	40.5913852133561	38.57249912634402	42.217791464871425	41.11147288485757	38.613122141495765
105	41.1599749445645	42.467138119534575	42.976966377999176	46.18652876799093	41.03126674970534	41.951302212796406	37.441753669935764	44.67665454819694	43.24384985869015	35.96863260155217
106	40.42728741592299	43.25454229877141	42.57955246639392	45.29033053018069	43.31174669151168	44.189295724599376	36.66305789855757	43.56565906938293	41.58371711415371	36.606103476235035
107	38.69072905075687	42.87275545848303	43.08295889025476	44.00939199150913	43.1599243772342	41.5504970187341	37.364468324682214	42.1400639228862	42.93485385383521	38.54765837227323
108	39.27388115031471	45.04274649136416	43.819819320132325	44.814786038178866	41.93560877866359	40.67709917559439	38.21571490177731	43.73014432911547	42.09992684179414	37.34431411268732
109	38.943030648198246	45.581639636480936	43.03387193167938	43.89133857576115	42.91322778424574	41.8574888403296	37.40972555095286	42.15843459694365	40.307535869648625	38.546286243428
110	38.06012836066998	42.74778681559312	44.25269341861499	43.39338660589773	43.50607177869744	41.8719534876274	38.55588214056048	41.70940144104625	43.71549709180476	38.73605433104061
111	38.82924641537189	43.98796462896299	43.27760362803189	44.06381276706431	41.89410585313216	40.80360445121182	37.880009268639576	42.016840286541004	42.363970456807664	38.56065766867798
112	36.50212228722391	43.07642867080707	43.43415028789488	40.85416395302159	43.81721174418473	42.19172277539317	37.75105677570478	39.121878164055346	42.74257927455451	41.061689828674375
113	38.23580784816908	45.067544310120915	44.65947052782928	43.779345018605696	42.14832990880459	39.928393399706756	39.30344437860778	42.167048620307675	43.727708223763265	38.66393092754642
114	38.348865560654225	43.13788770442339	44.40562788080803	43.7054466976751	42.69145408306493	41.23850903454466	38.73700135160509	42.28495333857054	44.091419261449964	38.47718543064443
115	38.59996086449618	43.63633840691258	45.301807415737414	43.52178628412827	43.016019937267984	41.01919611806482	39.3605962744309	42.22318604171046	42.353114530136956	38.707248802406994
116	39.48626144161862	42.30617290119558	44.34301612008481	45.07956985047321	42.817751798606146	41.87621039529973	38.819452063545704	43.46211505440182	41.967574526509054	37.25871481777644
117	40.320168367067	43.000826130005144	44.0139811483715	45.755887214383996	42.440229275372594	42.06774908322829	38.411664902698995	44.14819068708637	42.977357736278776	36.66746896938612
118	38.040644349734016	42.48720171040248	43.84602497782524	43.21432903155335	44.29046601309314	42.5205855407426	38.31420228064929	41.22315072574432	41.673947344902984	38.92690794645366
119	38.79430102572847	43.94603005228286	42.49685836019892	44.02234536058516	42.172168855491115	41.27487762703466	36.63782728349424	42.34368486109371	43.92893701934421	38.45215533383848
120	39.02184031411949	42.329868236815216	42.63058582008616	44.42611789582322	42.85597796651222	42.211695017478505	37.15813964983335	42.44179514462387	43.66952354056906	37.96902572233024
121	39.017767430465945	44.56047700302071	43.28354533493411	44.45019091097494	42.28798784929006	41.463953328638844	37.787912109790064	42.83812003810742	41.88460721439235	38.00527119646467
122	37.66193089998457	42.146254072843455	42.938287679926184	42.97021599447093	43.06276478657451	42.0837949064913	37.310934380587106	41.42043347708389	41.62899538707836	39.54906134763999
123	39.56527747423068	44.76219687431787	43.31782013251542	44.62613494676192	41.08410496808582	41.13069935637382	37.710712121580535	42.93010237704577	43.84493199195278	37.52948647461907
124	37.90998999609476	41.85493787882145	42.94768859233022	43.254962418593216	45.17683760014987	43.270275423331356	37.36932509757821	41.55521758581704	42.17512439407975	39.14158938976198
125	39.158560304218746	42.838731838823136	42.57829390242621	44.073701081374914	43.10016328845185	42.57033401368707	37.28887031955947	42.28905581203368	42.817121774625384	37.7764646482732
126	40.65447906817904	44.07460274174697	44.59558595082361	45.72444706306347	42.416562561994155	41.4651956181352	39.181085114887466	43.757067062734784	43.03342882099547	36.17394634222365
127	38.20443562913025	43.315239264857254	44.3085200851298	43.40831990858784	43.25482490415087	41.645576403473825	38.821714581606145	41.65000350546561	42.42366045837313	38.69133229922811
128	39.349019435820956	43.69136008474842	45.26007341420315	44.82126055034377	41.42035230926417	40.34864155608942	39.48513992954382	43.14613705041102	42.27139339225599	37.48132889912276
129	38.37153021562041	44.38472152990791	43.4901318025566	43.7914000835715	42.20929344280652	41.980775761133316	37.64922921398114	42.23720868870308	43.27524424389811	38.16869049837194
130	39.36288068313311	43.19207414996254	44.051020554200036	44.30491630866761	43.52244661529471	41.97551350811481	38.35534613450711	42.86043533737212	41.275395097567824	38.03979876021932
131	38.099336777004055	44.4578559511725	42.84159835781913	43.30328093603611	42.937768410799166	41.6977095803607	37.09224732059084	41.55437993493527	41.69003931200192	39.189799616353625
132	37.694717615378394	43.622220718857456	43.307357632459286	43.10479397673065	42.98310649334319	41.37117257903806	37.88750758903425	41.18323532623323	42.12143353013159	39.488228399227346
133	39.35820428209911	43.73967600614743	43.083798233425505	44.593842726349436	40.88429352777418	40.560590330143235	37.66621714794069	42.9358491376495	43.788814299709514	37.685360324788434
134	38.77184250747803	46.28878245314598	43.366083947189466	43.74772711205569	40.35816108015437	39.37790012766196	37.94840062594767	41.755586504885954	41.22667108000623	38.415162061056776
135	37.916506941859936	43.02133838675779	45.54050235606621	43.103509219747714	43.552702448179964	40.83363503747393	40.05984502005572	41.6858080677514	41.375526350704305	39.259223715662195
136	38.48360205099825	44.12092688762146	43.7982490032159	43.63487130286254	44.073254250807985	43.45695893370681	38.15441357256935	41.69968868973737	42.30158058075962	38.123297190926586
137	38.86680406695811	44.20259122074811	42.93242559484172	44.295971461645465	42.45224822964196	41.68053644313026	37.620184775871785	42.45335180442076	42.16387592422487	38.167044592021156
138	39.89019982566512	44.420593939151885	42.55626745509882	45.39368013709785	42.10434275704167	42.54163435117301	36.76680146308299	44.121835316692675	41.843053753632816	36.983317448168
139	38.198517461408194	44.92479688327128	42.88533108952327	43.44025408040655	41.53364294372642	40.70354156226624	37.199234924626126	41.455551508684856	42.93728097570595	38.966615098260114
140	38.543774065034185	43.67816282097259	43.73431650690373	43.69811710797236	43.215568702386115	42.74881236640306	38.061322121099536	41.42435733187239	42.17423445141658	38.30231962040996
141	39.59876765215784	43.10487541906551	43.459800173783215	45.29908256681034	43.22668455615701	43.38387016614886	37.54236001845691	43.717507648200474	41.666780944622985	36.78130701962318
142	38.509848192068375	45.65659839892161	42.32897075044529	43.75108188675377	42.54553170919335	41.67250129543966	36.6219336020001	42.10495942113173	40.9670873716722	38.78200646483506
143	37.84106930222369	41.861731169856874	45.04166362913557	43.33906495636285	44.12055475005448	40.94367755989809	39.63514482994254	42.1207594567529	41.08632102748259	39.06059362543027
144	38.580987679891194	43.85761466166793	44.70088262430639	43.70900641684219	42.80261880283022	40.88226985622359	39.22847507676065	42.13080656378744	42.87330799678559	38.680759002919096
145	38.91176214691494	44.97538782730072	42.59525452148769	44.462722914839325	43.17097636275435	42.805361764848556	36.62599893759857	43.0576559931923	41.77549131719101	37.81441763180856
146	38.85720166742274	43.87145843439775	43.6734416010516	44.559426699452615	44.13743404292366	42.00074364460837	38.050652625731225	42.635034286698016	43.690738464315814	37.954656959756846
147	39.30826027132214	43.21625103864608	43.62244356100173	44.78284510853767	43.618358324627586	42.23910573629834	38.07641224159909	42.80350461527733	42.74021983047882	37.599451066714494
148	38.9567329533371	44.30446087923707	44.37247413115161	44.05924990371817	42.35616487128174	40.21513689053111	38.46209921446492	42.41173143348645	41.803246000405856	38.38070347352152
149	37.597343413186124	45.077867760299085	43.00768194109051	42.406461154900825	43.777423291211	42.08186897554621	37.37321884636041	40.34440833565999	41.50509802771429	39.74108707694765
150	39.141196464576446	43.71277423860219	42.758370403425666	44.35711503198126	43.162188139675074	41.550263322137376	37.204853901623	42.46671692821263	41.41825836679743	38.38156863898144
151	38.11186977229309	43.34641550544686	44.93619194778348	43.29292431284972	42.624894747512684	40.372342208749934	39.46556969127803	41.91143610756116	42.21563853317355	39.08299986518192
152	38.162178616829685	44.53978157612238	44.651781766834425	43.474896092241764	42.51165918342476	40.45906999566204	38.7920114488479	41.92882082702121	40.59788958913914	38.760646410712106
153	38.211043770027025	43.381388680409074	45.99973479519238	43.67042679198249	42.906256008992294	39.77763114109229	40.61246436007133	41.32503208103201	42.05043627367766	38.80929598423775
154	38.70090992894125	44.1857591159999	45.125091924458864	43.62617175013216	43.42704825790332	42.3890113603905	39.2248814080546	41.92671136433911	42.14340035289193	38.46565989071853
155	38.47551873922438	43.618702541248275	44.10760597612209	43.774096163539724	42.4435956215707	40.877755242719275	38.62866853916806	41.88571437996131	43.02635078216597	38.502268783985826
156	37.774657218264586	44.442183900344695	42.93874753001021	42.979076602110474	42.333715597130485	41.33659512905078	37.180912875354096	41.20635581865674	42.983074660646395	38.991084779608144
157	40.525677480286674	44.266889607298374	44.351240429920516	45.608669804405515	40.9411228473719	40.689302721991126	38.50346356057117	44.06000800904622	40.680242067297975	36.64753750231409
158	39.681748830492594	43.86129102395902	42.82475202398033	44.850926307383766	43.2715293033991	42.28743649784677	37.374379954383535	43.48545279116997	42.100824519238465	37.51428826865496
159	38.2243247434116	44.39660858220058	46.175146578968096	43.3512191455825	40.70822181997075	38.87521746707632	40.68977917182587	41.478555691450275	42.513699215026385	38.4683206415597
160	37.71505740808992	43.2297783499775	44.33751629694137	42.856581172394165	43.10442455088705	41.08815026508856	38.905730519336686	41.51494230573602	42.424263910048964	39.690188912685784
161	40.53308631425249	42.31130308424968	42.857874771217624	45.39329579456652	43.14517503299971	43.556118727459385	37.29717601167883	43.67260112135035	43.22207805629708	36.555046659809484
162	39.28395861313815	43.72427393488121	45.090399810002346	44.41057201938944	41.531658585781145	39.23865386432608	39.6997210314445	43.056644463651516	42.59626568408544	37.93077534785694
163	39.58408570334341	45.27323910201524	46.72181053677649	44.674640480273034	42.134674221303165	40.68202665671259	41.131427876139085	43.029975162975674	42.03022258528141	37.24144709034794
164	37.7064465950772	43.3086073156443	42.58905754523308	43.02548017872128	43.717356543502014	41.91047078869095	37.16051982271714	41.418178842254584	41.483238493092706	39.617425867211715
165	37.215407939229934	44.78841150397904	43.4862493446505	42.69711083389421	42.79406150564907	40.80169118455557	37.64855749217287	40.948056596970176	41.00742043151283	39.77960104918551
166	40.19390424052882	43.2810617956155	44.78898511329734	45.79008046242076	41.766514991943666	41.46098007437337	39.30150367162183	43.77768402464631	43.19745485026415	36.05710826536472
167	38.93867737327111	42.873063706378936	45.617447873850594	43.92111893885821	42.69715040933457	40.288249508491475	40.23041675061273	42.513900644393445	42.36050024293927	38.28159683319108
168	39.67055820289412	43.05508658873446	44.689138954094226	45.28072077446642	41.148852026932836	40.23835504777751	39.327401163470554	43.40489618902979	43.1349793114342	37.1429079245872
