ID	metagenomics_1	metagenomics_2	metagenomics_3	metagenomics_4	metagenomics_5	metagenomics_6	metagenomics_7	metagenomics_8	metagenomics_9	metagenomics_10	metagenomics_11	metagenomics_12	metagenomics_13	metagenomics_14	metagenomics_15	metagenomics_16	metagenomics_17	metagenomics_18	metagenomics_19	metagenomics_20	metagenomics_21	metagenomics_22	metagenomics_23	metagenomics_24	metagenomics_25	metagenomics_26	metagenomics_27	metagenomics_28	metagenomics_29	metagenomics_30	metagenomics_31	metagenomics_32	metagenomics_33	metagenomics_34	metagenomics_35	metagenomics_36	metagenomics_37	metagenomics_38	metagenomics_39	metagenomics_40	metagenomics_41	metagenomics_42	metagenomics_43	metagenomics_44	metagenomics_45	metagenomics_46	metagenomics_47	metagenomics_48	metagenomics_49	metagenomics_50
11	591.4449709323486	514.991351258766	550.3276163304103	528.3001928030865	511.6574436505757	506.0939877426331	499.17540534727306	510.2907062299209	511.13887093326343	504.30033357336583	498.8347005157227	494.55687612971013	483.39597287031245	508.3617962014654	492.3337742302485	482.7749776545084	456.35557416228886	443.42458182062575	420.6050320989534	385.85365658161896	401.3617343391153	399.5806331964567	443.7960028026805	454.0943803499554	412.74750872387773	411.38168161785086	434.1635315814596	412.5314290425814	344.54829289923896	372.3974270496313	397.93734477104476	371.6944929867093	370.6792360083615	337.3573797463494	398.8406355917595	396.3562478375645	437.03745614917847	408.351353398666	428.2171033278684	445.4921373341475	432.4938140111609	415.62285521998655	387.0989630882234	402.40848707365626	403.52051305279514	471.57966553919493	450.4111193940547	454.31590158392737	487.8914014669523	527.0460171937356
12	607.4265017568148	561.0683080448143	548.6665033069893	514.5604204065902	499.97821642638183	507.63112247801945	518.3822763162636	509.2341050302285	511.3476971385873	522.21463283815	515.4303861964261	516.3971819445832	487.2243149249409	511.2883319238775	488.8191999618442	448.96763769174214	466.5343585997808	442.91647671453507	419.87346105925843	384.3306261973328	413.0173674812375	400.3391054878719	386.4407853378167	409.3585348033655	427.9623176049714	417.61745114577013	405.8507508389458	387.3171335624689	386.6024905749509	370.2711834383047	389.1258159513024	367.8795667278549	364.40134716359273	371.5952423316215	378.86306540608905	379.49805348310525	322.9033015575941	408.08236567091154	422.44335616748	470.98778361761816	429.1510051006873	414.63737921038944	392.5565399844572	403.1846739248991	400.62338659440246	463.01922473578173	411.3965333034052	454.5692873026886	479.28855449556636	546.8315559263693
13	571.5167428202832	570.3962551154951	548.8747056328291	519.183698867796	529.6347153174272	524.9091206668586	489.8925446777526	508.01871938664414	512.3689175717694	502.39957035011867	476.901974845239	494.89734763298	518.8947053068492	541.6380563257871	477.30851078468345	469.82908202773774	477.13174303664834	443.29838755003084	420.65941109376973	412.2357122476516	409.00920248167125	402.4959006367294	469.8536928196171	427.2839816009435	405.620908733559	440.0094552417428	386.8631957066819	387.3270489828391	375.28011570639643	370.6450973882109	348.03291182330764	369.3247110671562	369.5607487187222	348.7382557200302	383.76690182690976	375.57378313731544	395.27525761535304	409.4253921570752	423.6938390941905	425.9824282236834	463.1333055035543	413.47710539816427	430.9365548750668	400.1954580613994	423.2208858173547	396.68571366654703	415.4165567184391	441.7723238331109	465.1691137160122	457.2085904432161
14	558.4635679221004	550.8748052319235	549.1692824990254	511.926248681605	503.56990583487226	477.50735204513046	541.6771547640254	509.53162564976185	512.9553414631512	474.29911228675513	479.48772658303824	518.5345210351215	483.6125983881488	481.5999378429285	510.2161176704415	497.3246904057895	438.964879748678	441.54726157463625	420.3795427250189	365.8610335702148	413.8850385768769	407.73014752420727	427.52689076263727	436.6828398118402	403.00104828111296	424.4525839707616	401.6550035762884	358.75772713335	376.18168430850466	370.9346374673817	414.05505230958386	371.0959247381903	368.90466208720824	404.9038120668024	384.6939932911697	354.24110692962546	365.02645600971914	408.9382082106196	427.6586622238931	434.7070101816177	448.3552038166864	414.6455562862664	395.1192656222668	399.6910329053572	415.6270656370892	413.1329048402246	471.98707602821815	469.2564396875988	491.56193218288087	499.6059376084432
15	602.3216737734367	595.0108160455952	548.879836301764	526.0745690021689	509.87322542364666	507.79241550794194	572.8515398989999	511.51250112045807	512.3338030996456	542.7141018417076	517.5600246318941	515.6396819233125	472.467223331268	545.0048206025268	505.4711721159094	407.6676789679517	477.3510223350399	442.05497751866324	420.8532196465055	391.9642218455499	396.5381217254501	398.09817945910225	418.14126616078244	421.4218180458327	474.8495349954628	433.50845080857	366.7097173158768	370.0366969214579	378.39567519825147	372.5911157758307	284.28101305896394	369.3363269856844	367.13660205371264	378.8766021607222	372.80341997043905	358.0712369686301	409.5154141049711	409.4118572653569	422.1715662458176	397.9113053892376	494.43895231567615	413.6794019828964	427.41315528242114	401.1588464558745	422.07009052874866	456.09625544076624	475.96352767765023	469.0544420703282	492.582903824656	461.7833635230346
16	588.4699280934161	563.350042465249	548.1906055597523	521.9772100300443	528.0230200218471	534.1793960896146	477.9873330417568	510.89028437941914	513.7193611859162	478.8857895357451	532.5994730224991	503.4244834515363	493.16680548975285	469.76542940969165	459.562249078307	515.9810763651018	446.9005685189353	442.64897097375876	423.0112458279912	452.7769678164098	390.16440299805186	411.67142051677035	439.4244479618906	401.6579660578808	415.8513470253894	447.52232282365105	393.142011454519	410.8697999559436	368.7303925391629	371.22784397918184	361.6845933186887	370.6562187370956	366.9773353809597	368.4109472607124	339.4301901006632	387.8192616436614	419.79033496949467	410.2210917150368	422.46193121823893	435.98487076524515	391.79691390683405	414.39658817046256	386.4788745038261	401.93802138503696	435.4744542290268	461.9882529327139	434.78726878135274	480.4864632701359	498.9509316939075	513.0919967995659
17	558.8776375020595	572.6984880655456	549.760831693114	529.8138603897338	511.7236072431256	490.1596763793332	513.3074342482402	510.1336416462898	511.44975010815676	538.8809457497093	534.2186533692072	482.1162519819917	494.5966136733628	588.6900111720976	507.8935350326722	459.61220020366386	483.98798345998557	444.18412417537894	422.861459082098	403.1631683478749	405.2782488353524	409.31812900844625	401.58183194763853	437.40160486961213	384.1411063348993	437.9807568420439	397.66913673377394	389.5843753863012	340.6678502465709	371.8093849200303	336.8529362664847	371.0295403515203	369.4477178558609	355.7006921802033	325.33334782862704	359.7829969458157	370.11106008954806	409.60749144954207	417.39772558443474	445.639250215284	424.15502738102975	414.07334956827384	399.72559325007757	400.04908122195326	426.5753076732803	343.2476832429971	362.7415612035242	452.15091574434746	496.23526780395815	510.0726989369303
18	557.3031195573934	556.3249318161829	548.8153824269785	548.1728357705301	495.8226571323964	531.1856174937614	530.489793574923	509.6518801815687	511.5782313421839	552.5540515520025	474.57740465428293	486.809397893488	482.20594945033645	447.6616334482623	468.93526606190335	481.763203354232	466.5342321824721	443.95204084204823	419.3155399056935	391.751622756221	388.2315653802234	399.5105074107667	435.6160818004098	402.3336962528989	395.69542152490914	419.6078531218665	405.6030549870555	368.1314919926817	404.63052056732204	371.68731959273015	399.613436522246	369.0280301482248	364.27788166874933	358.6286677762991	403.4764779915332	346.1863522589239	382.2401858211255	408.9171640863196	416.88781772881975	439.45064135180024	341.2220983304379	414.56748689845875	400.55418961997	399.57792134337626	414.5278551254006	417.0120461616337	441.46219562016034	482.36409771056543	426.38556292409976	485.59803824007696
19	563.943482992883	554.2772113840975	549.382155205029	511.79445174330147	520.1351592627924	483.31921907403137	477.78359467192445	510.4189680739629	513.6406145484535	514.0981251960727	514.1971478669511	496.47352801876184	471.74864226778004	526.0066589765925	517.5010395780366	465.7495449708636	495.82605936991956	442.31898835340564	421.41822805615305	360.4933435114999	391.6996469560284	402.1679697330455	359.75635389821633	421.4214612337784	427.62935447881557	411.156829297915	396.04270669284676	446.73239642725383	364.1790754756494	371.78698993253465	317.54879941631975	369.6932384089137	370.20263997513973	333.4929798099726	346.5856871636363	409.57454144962816	427.55247418029825	408.20734594423715	419.92066943894207	440.74701548425696	417.3437208867343	415.69107494478783	414.06584915213676	400.2875893086599	402.5103808379203	423.26107015334605	417.0554103156058	479.1917297170581	479.22638092079893	486.91824184610647
20	585.837042225257	551.9176416498941	548.9428181858019	549.2951683446654	522.6267526686382	518.0795950266237	470.79399857988176	511.47519316472375	514.7364104218932	512.9985931519927	503.1885137849145	508.08077001508786	513.5517256356386	427.1962056552729	476.32528695631873	459.496633450627	462.6365653474059	443.7229684810416	419.74091933420993	395.96686762984905	396.6193686932179	405.99953949688614	364.8546877490712	409.3251606675501	418.00734105272045	419.07923683368085	398.09089794347994	366.12652738081687	360.27886600913433	372.152740133767	367.91120625126	369.5420648006241	378.03185644896513	332.3388309374041	371.57468674588625	393.93511611947525	424.16664603605483	408.6764369306098	428.1185519198567	463.54658765944055	427.4463996524336	414.7129654062496	403.7211216187763	400.9055245606084	411.4596711419305	348.2945098498541	476.0144851020673	490.62539484461104	508.7986765248469	491.3719012553385
21	538.9701101340216	566.7919974880419	548.1056391833059	523.9192300512219	507.4149345719567	495.15699218628515	508.5499660834858	510.2853959788122	512.2813395195443	547.4303641020376	493.52693367601313	511.97046922935886	456.1304857323759	503.18634074329026	520.7443037822343	498.245693185949	443.196566383925	443.7800027057877	421.906466793382	403.62392603973905	414.195572404596	405.14666901970065	395.29188092948914	442.7663495066228	430.57727711104195	389.1705120190458	424.02659679599	427.9658084391271	372.66591552302623	369.870054199817	429.7922005002858	370.84317424375826	374.49021258138833	367.33317968315885	349.89852693584936	386.4591880667847	391.2498387983854	406.7207142260828	429.89383763088813	422.75957070942366	396.6840369450812	414.313056540324	378.03224424677916	399.25480364918553	376.2640177906155	411.17859320588	451.21473045934056	457.7694426105583	508.2993515979754	520.9379640086763
22	589.4817608158351	554.7582838474425	547.894815123839	540.3668989601359	519.428854792555	515.6410048358706	514.1125411084718	510.9935198118672	512.2014920078179	513.878050728327	534.2217808539561	480.1796248523734	526.9602772972096	471.659589635	471.65665175035457	452.54009527077534	470.9457450734877	443.3369744668408	419.5765348806114	474.1938935847443	386.9963410410857	409.19247491466956	390.46933508767336	437.8618781381682	379.9242576653087	444.41133007585637	371.9814791698804	398.07245626639866	348.8244555807426	371.80172120773415	350.49987764295685	369.3600964764552	360.28857287413945	390.2746252303747	354.8660301299112	372.52149636153064	377.74014013069944	409.8647786569704	422.11731600469665	471.0827472045181	495.3367891158682	413.918976883854	399.07981945573977	400.157975441371	430.3832588772725	452.9415048168103	388.5005925020819	475.01579071221846	475.8532824077526	465.5657129699974
23	563.0969778436576	535.1782235326491	549.9523930132453	521.4057213284676	509.32707383965635	499.5576677960806	473.4896922160381	511.3349057031473	512.5403490041584	494.4284054269381	512.8720295306862	526.7118457089824	529.466027318816	444.64486624268926	488.80623183758763	474.4379581486039	446.6844262651613	440.07085081290944	421.55021410983153	366.72251282249584	421.901161502218	405.5416431200112	409.8836371620189	436.7345394416829	458.3326334461143	454.9888500018752	431.4521376691008	382.9680979588228	358.0267030672917	371.0365260595318	444.2034471049341	369.1024070908623	361.9605675492545	396.9779581125066	381.4196513547031	384.7099242791377	416.42263040611806	410.28324251057916	428.58701000767337	488.05889677882146	422.4759397317165	415.78643638239856	368.1284806463615	400.0529830730643	439.23032153671994	443.3587888816335	462.51499922781915	451.99950278259394	474.8271710927776	532.7593195923139
24	577.3337599232513	529.7313837945944	549.3152363204935	517.9134852414852	506.4930062294474	492.884536723112	478.88455306055477	510.0666512104951	511.12985695902154	549.4370163626365	479.9124581474097	495.4605377249001	487.8153557421134	553.6286612563731	495.5338766053848	494.9657254198946	468.26831555949434	441.6810990797652	420.3042728961525	345.4103199641322	410.76443697319337	396.0573586024941	377.56874997006724	425.5083637527668	397.0356207027408	417.06407918018056	419.86528203799287	388.8915765104061	374.21521793229056	370.8610482020559	367.1717864657931	368.53798394985887	371.9656320682886	342.1962841809011	319.73703828901967	410.8364925704359	425.89385546828595	408.4207436619832	426.91612164938243	420.80335929381783	405.2751808454286	416.1887231808748	412.29738488613197	401.2707655168628	404.8055185600755	413.1101892716553	428.3332455203615	448.52060341112644	501.9837805615301	500.22818364643695
25	556.9920604881127	555.6164849842005	550.9912509648977	527.4768247657704	516.272363036574	496.3831945457228	534.0273966624045	510.87618356933046	511.2314518577495	492.41952809365915	502.868026898076	505.43079346043544	471.094991521311	536.7777389941441	504.4944938494326	508.5205057017753	488.5477491968711	444.18172666479285	420.7577686441988	399.1650445284425	412.5243732353048	406.16149236260685	424.94395111377384	456.67199264244385	425.6085124177696	412.335402118461	407.56839992419077	368.3276214041968	375.01014684620003	372.16306077750085	360.0750266629431	371.64548563741914	368.757401510068	339.7428228450578	369.0777497442741	362.1154434681655	393.4582615496532	408.41513485161533	421.6617048771803	383.0227305708799	423.67585767400243	414.69871689313953	432.275829509054	399.7989287640023	406.2213149404363	396.8955729904879	411.6486128421799	442.7152108598319	482.45269365250135	425.5440612237331
26	570.6084679788394	559.7478168856161	550.3295327169491	516.4938490326972	507.0909265194914	538.8739435461869	513.4662155181923	509.31466488724783	511.14357154495116	559.9957008892171	505.581340547409	485.7000444151118	518.5836131308794	430.4082805950919	477.7476597481649	475.44004332745084	488.33348252171805	443.02244409015094	421.56228822444234	434.8612185687103	404.4945487010693	428.2525279251335	403.77565738623514	437.1804859924808	479.1514517287189	419.19857220060084	425.66256621613815	364.6420321653702	390.13941030100483	371.3313334369025	403.56357551703155	368.1726600231265	372.6830893350455	376.5723110657444	370.09378199368723	422.0769049844783	423.70142295551636	408.498623573592	416.55530859208574	455.0098240088471	438.92476088479003	414.27948252588766	372.6943329928993	401.1363820583171	404.45271178229456	423.9445796678764	473.38011580190164	453.6155401656171	500.94480107684933	494.9884123551073
27	578.4739356848595	559.490147692662	549.0997781317084	526.439901373847	530.1764282374103	519.8915911416568	454.0008846157392	509.93534097438027	514.4100447326363	486.9949495274265	503.9279171231684	497.42013667341934	523.9022957693185	550.9877514526183	480.86201639747776	461.1102319400381	494.25631848736157	440.754573501148	422.0534273163034	396.90300380391005	409.7534155981233	400.97044927438094	383.53422223351157	421.83693668678745	438.6099443439067	462.08117227456086	418.05798831787683	405.59412955713134	376.7360740548109	372.96241347599937	349.52719270616296	370.3557905685654	379.34716034930057	383.9611686650275	417.0414068980739	376.9403985218326	371.1195598179457	410.63750881368367	420.5244930314726	411.14832819395593	474.6930110912524	414.714351996548	416.1637210470119	400.71108758346793	445.47397117733703	402.26104073617006	440.9428408746511	468.1519652751386	486.979699932209	470.2836115229656
28	577.5173093409179	555.3353084967403	548.1130018650354	551.0094232408253	537.9688528832094	521.4472264331662	531.4228073849431	510.7626056910858	512.926422712797	476.76805544168457	516.9162532692014	503.5084183929176	523.0479943047083	494.7732936649332	496.98312680734915	446.5185017805183	463.27083389941885	442.22717687318044	419.70119808866446	410.00583732441066	391.8125031538174	405.972801037758	434.37484488972956	396.82589622818676	430.4460389675659	393.4653241403704	371.48515856159355	377.0489562985438	373.2085366194017	371.6697824879139	395.5094836822704	370.3138588297682	382.7528160322359	346.7159871636187	391.33961612864	379.2391343834102	430.93757014942963	406.98458961469214	424.35848046079946	443.68842394662545	436.610806431215	415.06329328274376	380.567736521715	400.5833428213628	380.84917435866026	404.8939278251835	420.28384279953883	463.132677314354	479.3556113440626	505.3070397261831
29	549.0752626136198	569.3261325698296	547.6771853511834	561.7332895654058	508.2444594448416	518.4063807088933	523.7378363553287	510.02506927883593	512.7338054237672	522.6861343276901	507.198378826497	504.1679760795736	519.9277112906519	570.40208666426	527.8547826015357	465.0132392344033	457.36210456415614	441.4238358934589	420.35382681277787	375.3588931143399	398.34184288186833	406.71349802109427	381.0352240052108	409.91667394782695	448.28232439830794	424.589831719211	428.99946671542153	400.41028780389365	398.26808895321165	370.8650625177706	337.8177961520393	370.0583294993084	374.0207077945605	366.38930153054645	309.9489262089085	369.0260858605325	361.7982443770727	408.7250552215581	421.15892080556586	435.66055861111494	446.1046119891396	415.6530194026452	404.3618873134605	399.5956824000051	411.77544249270034	431.02982569455685	455.0031861499187	473.08907335778923	473.12785387639894	482.0577230815095
30	596.2292942713715	564.8114776803757	547.6116304194678	543.0726755609163	511.7935538363815	545.4011086022218	535.3610374512875	511.3573032373442	511.8799642227346	539.8716078535876	498.04945948348313	503.61282066557044	492.82587137520954	513.4507707640879	458.90540214317804	413.842666693453	516.7664788580141	444.23308643674636	424.01077466846004	421.44697945985246	402.36679978911525	416.01829299098756	402.9330314011025	414.36146269914815	430.57393206293733	403.8603079717651	360.8318796727664	413.2349139494156	402.84978764726844	372.64658949933147	378.34810815876295	370.2611223668161	365.907464491919	345.6805071968269	335.58151202936864	390.9142309976173	385.31575833819267	407.6631884223668	419.76364483509536	435.3296390128275	473.50856083700313	413.934462211963	396.9917305295327	400.23535413376914	393.7837211469919	442.7762337357892	434.87214527335027	459.9465186133587	480.525606724135	480.44541607383604
31	583.0132496455738	578.620721667031	548.5489199041646	553.9242722344412	507.73237185991195	485.38056640771276	523.5174031696463	510.50555875203264	513.0311757574198	516.9854825598143	514.8492331540942	535.4814214619878	475.20440008573775	519.1651524576743	477.7776851963612	446.1358548215257	402.3533187208876	442.40369613249413	421.1049453814209	432.79746530984596	385.02621012953574	396.3179089951782	415.2881538147936	437.37198189694334	425.7920180626174	415.44145971302703	387.9201596891734	380.23112135247874	356.7245401323754	370.8842569163712	319.34481952537055	369.4296905692871	365.30805101108206	446.9287364637254	495.8288287695181	370.5725557542057	373.32157120368345	408.3028826823354	422.3934109228655	423.68602383536034	445.6562319754182	413.560904902013	409.0558845157239	400.99671276392365	404.7193986685946	424.57574841601877	490.75365752795443	491.15505689573126	483.19836380308567	466.7127933026317
32	584.5067015830637	558.8456447662946	547.9709372444706	531.7772199080558	537.3886521148127	519.0202189581626	489.4051770218383	508.6359704343772	513.8568720156125	476.12743513644483	529.7159210176297	504.56330481671387	486.9792236366458	548.3397373529278	495.4803249287607	491.1407174369737	486.79955799121984	441.8637476161001	420.8639646197072	465.12849078240436	403.34843114983636	409.6422646050209	414.822388742056	444.24798921849947	476.10460178866776	445.668027465993	397.46081227940846	358.28834310881416	391.7662087150138	371.1978475445648	348.1377522251013	369.5124186403103	363.85091388760964	380.5087706229677	439.4891457131182	385.86495628710134	414.0056731271216	409.9069357444543	417.170315998794	477.618042398836	444.94332724581034	413.94965321864333	390.42409924384043	401.45107361488346	433.48700254313735	430.33171317106286	489.8223428499461	460.6810385720153	468.71927445799156	503.4060982543332
33	589.9369200925178	540.274522724173	547.9516303821931	526.9338710938893	531.9650490166418	507.24113696569515	519.7178994206515	509.5133708136783	514.06875488236	521.1423330528063	491.6751242634451	496.98303657212904	477.0011868530834	515.9401973989472	488.0784237299409	481.5358630479466	486.46776249704106	441.09135962836973	421.0254550807522	368.29984882351187	395.0227246236019	412.310966817625	370.8728221685765	428.37697110487625	417.2666263439544	421.7918752901682	388.7380593370443	364.8072528602058	408.85338577963734	371.5317499895479	327.05405954591555	369.89794739468584	365.436930342398	385.73216443496045	431.88813469418	435.4905981322037	399.14310409374366	408.9037165359209	419.8821802712811	424.46241853289445	399.4046919463025	415.6135781167436	411.492416975945	400.87678278199144	415.87553655947306	407.20175009967994	465.8902345474063	472.929514862037	508.29478143955987	457.89863896548906
