feature_a_id	feature_b_id	feature_a_name	feature_b_name	Correlation
124	114	metagenomics_25	metagenomics_15	0.4657075122374197
120	51	metagenomics_21	proteomics_52	0.46511547881083115
104	30	metagenomics_5	proteomics_31	0.46477715780316475
130	110	metagenomics_31	metagenomics_11	-0.46170838770242717
41	0	proteomics_42	proteomics_1	0.4602725703072258
50	35	proteomics_51	proteomics_36	0.4593628625606652
126	115	metagenomics_27	metagenomics_16	0.4576755922888859
69	13	proteomics_70	proteomics_14	0.4573402643824416
36	31	proteomics_37	proteomics_32	-0.4518959104547582
126	66	metagenomics_27	proteomics_67	0.4503958977755505
90	16	proteomics_91	proteomics_17	-0.44926628533478535
138	35	metagenomics_39	proteomics_36	0.44837633142191863
127	7	metagenomics_28	proteomics_8	0.4479424472102846
46	17	proteomics_47	proteomics_18	-0.44772807095952016
89	21	proteomics_90	proteomics_22	0.44721084202794786
106	81	metagenomics_7	proteomics_82	-0.44419381109233896
75	14	proteomics_76	proteomics_15	-0.4414786617425253
120	21	metagenomics_21	proteomics_22	-0.4364821629715513
7	1	proteomics_8	proteomics_2	0.4343331925346577
110	95	metagenomics_11	proteomics_96	-0.43417780371419123
96	83	proteomics_97	proteomics_84	0.43350859751818543
104	92	metagenomics_5	proteomics_93	0.43249538726450665
147	26	metagenomics_48	proteomics_27	-0.432451859680002
65	42	proteomics_66	proteomics_43	-0.43165262860621845
56	44	proteomics_57	proteomics_45	-0.4313550067433662
90	8	proteomics_91	proteomics_9	0.43094100260970436
98	65	proteomics_99	proteomics_66	0.43058453618136705
71	26	proteomics_72	proteomics_27	-0.42768343239223805
36	29	proteomics_37	proteomics_30	-0.4247624692805769
85	55	proteomics_86	proteomics_56	-0.42451065115852016
105	2	metagenomics_6	proteomics_3	0.423942761198457
101	69	metagenomics_2	proteomics_70	0.4236453008264228
81	63	proteomics_82	proteomics_64	-0.42298777558779277
73	30	proteomics_74	proteomics_31	-0.42298666334990115
106	24	metagenomics_7	proteomics_25	0.42291284599334505
115	100	metagenomics_16	metagenomics_1	-0.42139195156979015
86	23	proteomics_87	proteomics_24	0.42000576797371786
76	12	proteomics_77	proteomics_13	0.4188046085169768
130	27	metagenomics_31	proteomics_28	0.41847489647924996
85	84	proteomics_86	proteomics_85	0.4182581588219576
119	102	metagenomics_20	metagenomics_3	-0.4179197420304985
86	57	proteomics_87	proteomics_58	0.4173086885301846
63	33	proteomics_64	proteomics_34	-0.4167714897762046
100	20	metagenomics_1	proteomics_21	-0.4156823525672126
51	13	proteomics_52	proteomics_14	0.4156567517164709
118	52	metagenomics_19	proteomics_53	0.41560758570465195
68	0	proteomics_69	proteomics_1	-0.41463875013474455
146	111	metagenomics_47	metagenomics_12	0.41449238818534884
83	7	proteomics_84	proteomics_8	0.4119963459320371
39	7	proteomics_40	proteomics_8	0.4119425047927647
122	92	metagenomics_23	proteomics_93	-0.41161764168552445
105	12	metagenomics_6	proteomics_13	0.409839872767289
81	73	proteomics_82	proteomics_74	-0.4072883439109543
126	43	metagenomics_27	proteomics_44	0.407096930744533
20	9	proteomics_21	proteomics_10	-0.4049145222695658
75	27	proteomics_76	proteomics_28	-0.40430980420127915
84	67	proteomics_85	proteomics_68	-0.40292368590105454
112	34	metagenomics_13	proteomics_35	0.4026781525808581
69	6	proteomics_70	proteomics_7	-0.4019589386108137
49	21	proteomics_50	proteomics_22	0.39962542055001504
134	104	metagenomics_35	metagenomics_5	0.3964820841276455
16	3	proteomics_17	proteomics_4	-0.3959036984600697
92	73	proteomics_93	proteomics_74	-0.3936661687695139
115	99	metagenomics_16	proteomics_100	-0.39356304646208873
46	26	proteomics_47	proteomics_27	0.39329562998470047
114	67	metagenomics_15	proteomics_68	-0.39300737428427035
124	67	metagenomics_25	proteomics_68	-0.3917846954528053
147	8	metagenomics_48	proteomics_9	-0.3914995364488922
97	94	proteomics_98	proteomics_95	0.3913725325738292
92	34	proteomics_93	proteomics_35	-0.39071424723506054
145	132	metagenomics_46	metagenomics_33	-0.39041598767124686
68	2	proteomics_69	proteomics_3	-0.3872364067185534
149	130	metagenomics_50	metagenomics_31	0.38690128214729175
106	66	metagenomics_7	proteomics_67	-0.38667851846438606
124	37	metagenomics_25	proteomics_38	0.38597172764610505
94	0	proteomics_95	proteomics_1	0.3840658222064216
123	8	metagenomics_24	proteomics_9	0.3812988620567417
124	22	metagenomics_25	proteomics_23	0.3811911847025138
133	80	metagenomics_34	proteomics_81	0.3804789740704625
111	2	metagenomics_12	proteomics_3	-0.3803708949005905
115	13	metagenomics_16	proteomics_14	-0.3787993021722694
116	90	metagenomics_17	proteomics_91	0.3787715526052493
101	1	metagenomics_2	proteomics_2	0.37803175184364035
103	62	metagenomics_4	proteomics_63	-0.3774173883156274
72	46	proteomics_73	proteomics_47	-0.3763844297389285
119	49	metagenomics_20	proteomics_50	0.3759679926620037
63	21	proteomics_64	proteomics_22	0.37528504091833587
19	8	proteomics_20	proteomics_9	0.37520559657715474
121	62	metagenomics_22	proteomics_63	-0.3752053892095213
123	69	metagenomics_24	proteomics_70	-0.3751211348871879
139	41	metagenomics_40	proteomics_42	0.374823791952816
119	53	metagenomics_20	proteomics_54	-0.37420534425666074
123	90	metagenomics_24	proteomics_91	0.3721351807098703
109	108	metagenomics_10	metagenomics_9	-0.36893830110089454
79	52	proteomics_80	proteomics_53	0.36758315074896203
100	9	metagenomics_1	proteomics_10	0.3665461478009993
64	30	proteomics_65	proteomics_31	-0.3661505111117601
123	25	metagenomics_24	proteomics_26	-0.36493150539345276
122	26	metagenomics_23	proteomics_27	-0.36473016877513276
101	39	metagenomics_2	proteomics_40	0.3641530097151774
62	15	proteomics_63	proteomics_16	0.36359704863269
112	31	metagenomics_13	proteomics_32	-0.36309606950901785
143	79	metagenomics_44	proteomics_80	0.3622133834972892
123	16	metagenomics_24	proteomics_17	-0.3622018423179223
89	49	proteomics_90	proteomics_50	0.3619470187348136
130	126	metagenomics_31	metagenomics_27	0.36163637130450865
142	113	metagenomics_43	metagenomics_14	0.36098649252753384
64	34	proteomics_65	proteomics_35	-0.3604928224222342
134	73	metagenomics_35	proteomics_74	-0.3598186179295122
79	61	proteomics_80	proteomics_62	-0.35963846125990173
119	92	metagenomics_20	proteomics_93	-0.35905271584724197
140	41	metagenomics_41	proteomics_42	0.35826691824206447
51	15	proteomics_52	proteomics_16	0.35810854235609546
45	22	proteomics_46	proteomics_23	0.3555456597375898
131	86	metagenomics_32	proteomics_87	-0.3554345225468014
87	68	proteomics_88	proteomics_69	0.3550908080155414
116	94	metagenomics_17	proteomics_95	-0.35475563327245496
106	43	metagenomics_7	proteomics_44	-0.35442522294122475
16	5	proteomics_17	proteomics_6	0.354379052665605
86	4	proteomics_87	proteomics_5	0.35432346990247093
90	5	proteomics_91	proteomics_6	-0.3539249437225771
120	49	metagenomics_21	proteomics_50	-0.3537035960048426
84	15	proteomics_85	proteomics_16	0.3528996536353736
80	42	proteomics_81	proteomics_43	0.3522414223603071
102	49	metagenomics_3	proteomics_50	-0.3518543552308979
98	80	proteomics_99	proteomics_81	-0.349988136686616
147	116	metagenomics_48	metagenomics_17	-0.3493609689809776
114	22	metagenomics_15	proteomics_23	0.34917727107638596
90	51	proteomics_91	proteomics_52	0.3481313584130627
35	1	proteomics_36	proteomics_2	0.34783513068829996
145	143	metagenomics_46	metagenomics_44	0.347546289337885
145	61	metagenomics_46	proteomics_62	-0.3472559553808604
78	11	proteomics_79	proteomics_12	-0.34668223446833246
106	87	metagenomics_7	proteomics_88	-0.3465122528585182
59	47	proteomics_60	proteomics_48	0.3456164349947989
128	105	metagenomics_29	metagenomics_6	0.34534245788420526
90	52	proteomics_91	proteomics_53	0.34516111272977495
84	22	proteomics_85	proteomics_23	0.3446491726218364
103	89	metagenomics_4	proteomics_90	0.34386849668235586
84	18	proteomics_85	proteomics_19	-0.3434270514685227
46	30	proteomics_47	proteomics_31	-0.34239418002207
128	116	metagenomics_29	metagenomics_17	0.3423107995489766
135	68	metagenomics_36	proteomics_69	0.34105502287834555
105	71	metagenomics_6	proteomics_72	-0.3390465025128368
107	34	metagenomics_8	proteomics_35	0.33837703868037716
112	29	metagenomics_13	proteomics_30	-0.3382130085630916
131	27	metagenomics_32	proteomics_28	-0.3380149688122788
90	21	proteomics_91	proteomics_22	-0.3364501498334266
124	18	metagenomics_25	proteomics_19	-0.33496018920606946
27	4	proteomics_28	proteomics_5	0.3348130479933028
136	116	metagenomics_37	metagenomics_17	0.33480592374175533
128	30	metagenomics_29	proteomics_31	-0.33459978477874225
77	70	proteomics_78	proteomics_71	-0.3331814138884042
120	103	metagenomics_21	metagenomics_4	-0.3331436789856494
114	18	metagenomics_15	proteomics_19	-0.3301962381845482
92	36	proteomics_93	proteomics_37	0.32948570089881024
149	63	metagenomics_50	proteomics_64	-0.32856557814475446
60	29	proteomics_61	proteomics_30	-0.3282008672104717
130	94	metagenomics_31	proteomics_95	0.3269242558103146
122	34	metagenomics_23	proteomics_35	0.3264897966911674
136	133	metagenomics_37	metagenomics_34	-0.3258744513907863
147	123	metagenomics_48	metagenomics_24	-0.32553506705700047
87	73	proteomics_88	proteomics_74	-0.3252981404368268
114	15	metagenomics_15	proteomics_16	0.32504972546525157
87	2	proteomics_88	proteomics_3	-0.3249275058796446
124	15	metagenomics_25	proteomics_16	0.32426460126730594
126	0	metagenomics_27	proteomics_1	0.3241399495195374
38	31	proteomics_39	proteomics_32	0.32401240147329924
78	12	proteomics_79	proteomics_13	-0.32336177938306987
107	96	metagenomics_8	proteomics_97	-0.3232082798030369
72	70	proteomics_73	proteomics_71	0.3230751824894082
90	83	proteomics_91	proteomics_84	-0.3230654615463402
87	63	proteomics_88	proteomics_64	-0.32255325894094977
122	119	metagenomics_23	metagenomics_20	0.32178162821404577
146	124	metagenomics_47	metagenomics_25	0.3214021864193087
126	97	metagenomics_27	proteomics_98	0.3209699802084611
134	133	metagenomics_35	metagenomics_34	0.3188864774844238
124	85	metagenomics_25	proteomics_86	0.3187478238953301
134	31	metagenomics_35	proteomics_32	0.31813599094995987
92	37	proteomics_93	proteomics_38	0.316826036440113
124	111	metagenomics_25	metagenomics_12	0.3162997097958136
131	45	metagenomics_32	proteomics_46	-0.3155141130759152
45	4	proteomics_46	proteomics_5	0.31544317645009706
114	85	metagenomics_15	proteomics_86	0.31525722584728416
75	30	proteomics_76	proteomics_31	-0.3149737272184189
142	139	metagenomics_43	metagenomics_40	-0.31461654799089184
83	70	proteomics_84	proteomics_71	-0.31272724091962856
116	30	metagenomics_17	proteomics_31	-0.31250232269085354
116	8	metagenomics_17	proteomics_9	0.311653303174298
105	40	metagenomics_6	proteomics_41	0.3094476355481112
84	50	proteomics_85	proteomics_51	-0.3091508096949321
96	64	proteomics_97	proteomics_65	0.30863625334316
76	43	proteomics_77	proteomics_44	-0.30798391983902923
136	135	metagenomics_37	metagenomics_36	0.3079203169081827
130	8	metagenomics_31	proteomics_9	-0.3078030722439033
119	34	metagenomics_20	proteomics_35	0.30750201500467045
146	43	metagenomics_47	proteomics_44	0.30692609815995414
139	54	metagenomics_40	proteomics_55	0.3065337345153213
111	5	metagenomics_12	proteomics_6	-0.3050845255764169
126	116	metagenomics_27	metagenomics_17	-0.30502826369326946
111	13	metagenomics_12	proteomics_14	0.30496043473680134
139	33	metagenomics_40	proteomics_34	-0.3048738112998132
46	19	proteomics_47	proteomics_20	-0.3047481559670737
139	40	metagenomics_40	proteomics_41	-0.30449414447479106
138	84	metagenomics_39	proteomics_85	-0.30377769849068836
147	52	metagenomics_48	proteomics_53	-0.3033597747007115
38	29	proteomics_39	proteomics_30	0.30154421873774084
58	21	proteomics_59	proteomics_22	0.30119789100061095
92	69	proteomics_93	proteomics_70	-0.3010997595918826
128	35	metagenomics_29	proteomics_36	-0.30033767181445237
100	0	metagenomics_1	proteomics_1	-0.29887396265544103
129	122	metagenomics_30	metagenomics_23	-0.2987640925412891
135	25	metagenomics_36	proteomics_26	-0.2981546364220972
133	97	metagenomics_34	proteomics_98	-0.2981517059375221
147	21	metagenomics_48	proteomics_22	0.2978564764765157
122	74	metagenomics_23	proteomics_75	-0.29773856360029227
119	113	metagenomics_20	metagenomics_14	-0.2973318323021409
100	97	metagenomics_1	proteomics_98	-0.2958251972315083
36	14	proteomics_37	proteomics_15	-0.29533418729242816
122	19	metagenomics_23	proteomics_20	0.2952234382864609
83	16	proteomics_84	proteomics_17	0.2950064189536886
84	5	proteomics_85	proteomics_6	-0.29413425881383665
115	90	metagenomics_16	proteomics_91	-0.29372542038000554
140	37	metagenomics_41	proteomics_38	0.29359900171055026
95	46	proteomics_96	proteomics_47	-0.2922799309654125
128	19	metagenomics_29	proteomics_20	0.2921747955837629
145	35	metagenomics_46	proteomics_36	-0.2918877988936876
80	9	proteomics_81	proteomics_10	0.2916904957894028
83	12	proteomics_84	proteomics_13	-0.2916339173894612
86	61	proteomics_87	proteomics_62	0.2916102927184505
145	1	metagenomics_46	proteomics_2	-0.2908757749355174
67	38	proteomics_68	proteomics_39	-0.29072326278558225
108	30	metagenomics_9	proteomics_31	0.29067290978553184
113	54	metagenomics_14	proteomics_55	-0.29058604779009034
146	28	metagenomics_47	proteomics_29	0.2905169985043578
83	14	proteomics_84	proteomics_15	-0.28986535718491724
81	34	proteomics_82	proteomics_35	-0.28815143146100314
127	83	metagenomics_28	proteomics_84	0.2877124361070876
88	21	proteomics_89	proteomics_22	-0.28540614361938577
69	34	proteomics_70	proteomics_35	0.2852438251397021
134	16	metagenomics_35	proteomics_17	-0.28502844682308504
130	40	metagenomics_31	proteomics_41	0.2849681354838619
135	48	metagenomics_36	proteomics_49	0.28447089965185507
134	90	metagenomics_35	proteomics_91	0.28428443627717415
136	80	metagenomics_37	proteomics_81	-0.28394742784463256
56	14	proteomics_57	proteomics_15	-0.2838932288234046
51	8	proteomics_52	proteomics_9	0.28324386251092737
80	5	proteomics_81	proteomics_6	0.2819623275009323
122	95	metagenomics_23	proteomics_96	0.2811383870319758
127	106	metagenomics_28	metagenomics_7	-0.2794538982360082
95	88	proteomics_96	proteomics_89	-0.27934758237192203
124	99	metagenomics_25	proteomics_100	0.27864635749463684
145	7	metagenomics_46	proteomics_8	0.27792033063626376
115	69	metagenomics_16	proteomics_70	-0.2777612326928034
47	26	proteomics_48	proteomics_27	0.27744117144642155
116	100	metagenomics_17	metagenomics_1	0.2769261348648085
64	50	proteomics_65	proteomics_51	0.2762744861871708
52	8	proteomics_53	proteomics_9	0.2755043983535266
135	31	metagenomics_36	proteomics_32	0.2723878302658839
138	64	metagenomics_39	proteomics_65	0.2718176670179622
21	8	proteomics_22	proteomics_9	-0.270966202548282
111	43	metagenomics_12	proteomics_44	0.2706813999865485
145	55	metagenomics_46	proteomics_56	0.27036858377450423
99	0	proteomics_100	proteomics_1	-0.2694160773548362
111	80	metagenomics_12	proteomics_81	-0.2689312938554005
67	18	proteomics_68	proteomics_19	0.2689244158967017
49	4	proteomics_50	proteomics_5	0.2684303016830965
131	49	metagenomics_32	proteomics_50	-0.26799369528113615
133	89	metagenomics_34	proteomics_90	0.2678337386373912
134	29	metagenomics_35	proteomics_30	0.26752890542432806
83	5	proteomics_84	proteomics_6	0.26713128161285377
134	109	metagenomics_35	metagenomics_10	-0.2666782568009367
101	7	metagenomics_2	proteomics_8	0.2664180413173269
30	19	proteomics_31	proteomics_20	-0.2652906639636405
87	13	proteomics_88	proteomics_14	0.26528146134136665
128	16	metagenomics_29	proteomics_17	0.2644542373500696
147	51	metagenomics_48	proteomics_52	-0.264411167358878
111	28	metagenomics_12	proteomics_29	0.26428412765806275
130	100	metagenomics_31	metagenomics_1	-0.2634590852383407
86	2	proteomics_87	proteomics_3	0.2633609254523905
103	90	metagenomics_4	proteomics_91	-0.26286767775385544
141	130	metagenomics_42	metagenomics_31	-0.2621182516722068
111	105	metagenomics_12	metagenomics_6	-0.2613550743683587
133	120	metagenomics_34	metagenomics_21	-0.2612825891683973
42	38	proteomics_43	proteomics_39	-0.26104592915603897
108	92	metagenomics_9	proteomics_93	0.2608086083787979
65	58	proteomics_66	proteomics_59	0.26065568122199234
98	38	proteomics_99	proteomics_39	0.2593512061662474
123	116	metagenomics_24	metagenomics_17	0.2590912341967878
65	1	proteomics_66	proteomics_2	-0.2587204911794646
127	73	metagenomics_28	proteomics_74	-0.2585344086505216
149	3	metagenomics_50	proteomics_4	-0.25849952483724553
41	24	proteomics_42	proteomics_25	0.2584968191188255
90	49	proteomics_91	proteomics_50	-0.2583545327594724
115	5	metagenomics_16	proteomics_6	0.25826579856749704
58	38	proteomics_59	proteomics_39	0.2581608004685048
65	35	proteomics_66	proteomics_36	-0.25784599992038076
148	19	metagenomics_49	proteomics_20	-0.2577665113894272
123	14	metagenomics_24	proteomics_15	0.25757673783423296
67	15	proteomics_68	proteomics_16	-0.2573531919998752
108	29	metagenomics_9	proteomics_30	0.2570277009114088
116	19	metagenomics_17	proteomics_20	0.256833123431511
119	21	metagenomics_20	proteomics_22	0.256483065698192
88	3	proteomics_89	proteomics_4	-0.2561698758659569
48	46	proteomics_49	proteomics_47	-0.25601194182870124
135	29	metagenomics_36	proteomics_30	0.25586981817710874
119	63	metagenomics_20	proteomics_64	0.2555600605992674
85	67	proteomics_86	proteomics_68	-0.2547919917582171
113	53	metagenomics_14	proteomics_54	0.25458812267177544
116	80	metagenomics_17	proteomics_81	-0.25442908830712246
35	30	proteomics_36	proteomics_31	0.25400360772823305
122	69	metagenomics_23	proteomics_70	0.2536396733361753
116	99	metagenomics_17	proteomics_100	0.2533363621289102
96	70	proteomics_97	proteomics_71	-0.2530918279816676
135	45	metagenomics_36	proteomics_46	0.2529960986800601
47	14	proteomics_48	proteomics_15	-0.2529437183498592
96	38	proteomics_97	proteomics_39	-0.2526639167413044
123	28	metagenomics_24	proteomics_29	-0.25249839398938395
95	8	proteomics_96	proteomics_9	-0.25185274535406577
127	63	metagenomics_28	proteomics_64	-0.2515808465145089
22	18	proteomics_23	proteomics_19	-0.25136181052732554
143	86	metagenomics_44	proteomics_87	-0.2512925651503242
147	29	metagenomics_48	proteomics_30	0.25073611093222
116	51	metagenomics_17	proteomics_52	0.2495282184275571
132	65	metagenomics_33	proteomics_66	0.24946686686844222
49	3	proteomics_50	proteomics_4	-0.2492331159861093
139	53	metagenomics_40	proteomics_54	0.249180272884728
48	40	proteomics_49	proteomics_41	0.24891791570863278
123	47	metagenomics_24	proteomics_48	-0.2476912898266336
129	30	metagenomics_30	proteomics_31	-0.24751530364457972
