ID	untargeted_metabolomics_1	untargeted_metabolomics_2	untargeted_metabolomics_3	untargeted_metabolomics_4	untargeted_metabolomics_5	untargeted_metabolomics_6	untargeted_metabolomics_7	untargeted_metabolomics_8	untargeted_metabolomics_9	untargeted_metabolomics_10	untargeted_metabolomics_11	untargeted_metabolomics_12	untargeted_metabolomics_13	untargeted_metabolomics_14	untargeted_metabolomics_15	untargeted_metabolomics_16	untargeted_metabolomics_17	untargeted_metabolomics_18	untargeted_metabolomics_19	untargeted_metabolomics_20	untargeted_metabolomics_21	untargeted_metabolomics_22	untargeted_metabolomics_23	untargeted_metabolomics_24	untargeted_metabolomics_25	untargeted_metabolomics_26	untargeted_metabolomics_27	untargeted_metabolomics_28	untargeted_metabolomics_29	untargeted_metabolomics_30	untargeted_metabolomics_31	untargeted_metabolomics_32	untargeted_metabolomics_33	untargeted_metabolomics_34	untargeted_metabolomics_35	untargeted_metabolomics_36	untargeted_metabolomics_37	untargeted_metabolomics_38	untargeted_metabolomics_39	untargeted_metabolomics_40	untargeted_metabolomics_41	untargeted_metabolomics_42	untargeted_metabolomics_43	untargeted_metabolomics_44	untargeted_metabolomics_45	untargeted_metabolomics_46	untargeted_metabolomics_47	untargeted_metabolomics_48	untargeted_metabolomics_49	untargeted_metabolomics_50	untargeted_metabolomics_51	untargeted_metabolomics_52	untargeted_metabolomics_53	untargeted_metabolomics_54	untargeted_metabolomics_55	untargeted_metabolomics_56	untargeted_metabolomics_57	untargeted_metabolomics_58	untargeted_metabolomics_59	untargeted_metabolomics_60	untargeted_metabolomics_61	untargeted_metabolomics_62	untargeted_metabolomics_63	untargeted_metabolomics_64	untargeted_metabolomics_65	untargeted_metabolomics_66	untargeted_metabolomics_67	untargeted_metabolomics_68	untargeted_metabolomics_69	untargeted_metabolomics_70	untargeted_metabolomics_71	untargeted_metabolomics_72	untargeted_metabolomics_73	untargeted_metabolomics_74	untargeted_metabolomics_75	untargeted_metabolomics_76	untargeted_metabolomics_77	untargeted_metabolomics_78	untargeted_metabolomics_79	untargeted_metabolomics_80	untargeted_metabolomics_81	untargeted_metabolomics_82	untargeted_metabolomics_83	untargeted_metabolomics_84	untargeted_metabolomics_85	untargeted_metabolomics_86	untargeted_metabolomics_87	untargeted_metabolomics_88	untargeted_metabolomics_89	untargeted_metabolomics_90	untargeted_metabolomics_91	untargeted_metabolomics_92	untargeted_metabolomics_93	untargeted_metabolomics_94	untargeted_metabolomics_95	untargeted_metabolomics_96	untargeted_metabolomics_97	untargeted_metabolomics_98	untargeted_metabolomics_99	untargeted_metabolomics_100	untargeted_metabolomics_101	untargeted_metabolomics_102	untargeted_metabolomics_103	untargeted_metabolomics_104	untargeted_metabolomics_105	untargeted_metabolomics_106	untargeted_metabolomics_107	untargeted_metabolomics_108	untargeted_metabolomics_109	untargeted_metabolomics_110	untargeted_metabolomics_111	untargeted_metabolomics_112	untargeted_metabolomics_113	untargeted_metabolomics_114	untargeted_metabolomics_115	untargeted_metabolomics_116	untargeted_metabolomics_117	untargeted_metabolomics_118	untargeted_metabolomics_119	untargeted_metabolomics_120	untargeted_metabolomics_121	untargeted_metabolomics_122	untargeted_metabolomics_123	untargeted_metabolomics_124	untargeted_metabolomics_125	untargeted_metabolomics_126	untargeted_metabolomics_127	untargeted_metabolomics_128	untargeted_metabolomics_129	untargeted_metabolomics_130	untargeted_metabolomics_131	untargeted_metabolomics_132	untargeted_metabolomics_133	untargeted_metabolomics_134	untargeted_metabolomics_135	untargeted_metabolomics_136	untargeted_metabolomics_137	untargeted_metabolomics_138	untargeted_metabolomics_139	untargeted_metabolomics_140	untargeted_metabolomics_141	untargeted_metabolomics_142	untargeted_metabolomics_143	untargeted_metabolomics_144	untargeted_metabolomics_145	untargeted_metabolomics_146	untargeted_metabolomics_147	untargeted_metabolomics_148	untargeted_metabolomics_149	untargeted_metabolomics_150	untargeted_metabolomics_151	untargeted_metabolomics_152	untargeted_metabolomics_153	untargeted_metabolomics_154	untargeted_metabolomics_155	untargeted_metabolomics_156	untargeted_metabolomics_157	untargeted_metabolomics_158	untargeted_metabolomics_159	untargeted_metabolomics_160	untargeted_metabolomics_161	untargeted_metabolomics_162	untargeted_metabolomics_163	untargeted_metabolomics_164	untargeted_metabolomics_165	untargeted_metabolomics_166	untargeted_metabolomics_167	untargeted_metabolomics_168	untargeted_metabolomics_169	untargeted_metabolomics_170	untargeted_metabolomics_171	untargeted_metabolomics_172	untargeted_metabolomics_173	untargeted_metabolomics_174	untargeted_metabolomics_175	untargeted_metabolomics_176	untargeted_metabolomics_177	untargeted_metabolomics_178	untargeted_metabolomics_179	untargeted_metabolomics_180	untargeted_metabolomics_181	untargeted_metabolomics_182	untargeted_metabolomics_183	untargeted_metabolomics_184	untargeted_metabolomics_185	untargeted_metabolomics_186	untargeted_metabolomics_187	untargeted_metabolomics_188	untargeted_metabolomics_189	untargeted_metabolomics_190	untargeted_metabolomics_191	untargeted_metabolomics_192	untargeted_metabolomics_193	untargeted_metabolomics_194	untargeted_metabolomics_195	untargeted_metabolomics_196	untargeted_metabolomics_197	untargeted_metabolomics_198	untargeted_metabolomics_199	untargeted_metabolomics_200	untargeted_metabolomics_201	untargeted_metabolomics_202	untargeted_metabolomics_203	untargeted_metabolomics_204	untargeted_metabolomics_205	untargeted_metabolomics_206	untargeted_metabolomics_207	untargeted_metabolomics_208	untargeted_metabolomics_209	untargeted_metabolomics_210	untargeted_metabolomics_211	untargeted_metabolomics_212	untargeted_metabolomics_213	untargeted_metabolomics_214	untargeted_metabolomics_215	untargeted_metabolomics_216	untargeted_metabolomics_217	untargeted_metabolomics_218	untargeted_metabolomics_219	untargeted_metabolomics_220	untargeted_metabolomics_221	untargeted_metabolomics_222	untargeted_metabolomics_223	untargeted_metabolomics_224	untargeted_metabolomics_225	untargeted_metabolomics_226	untargeted_metabolomics_227	untargeted_metabolomics_228	untargeted_metabolomics_229	untargeted_metabolomics_230	untargeted_metabolomics_231	untargeted_metabolomics_232	untargeted_metabolomics_233	untargeted_metabolomics_234	untargeted_metabolomics_235	untargeted_metabolomics_236	untargeted_metabolomics_237	untargeted_metabolomics_238
174	14	14	12	0	5	18	15	6	19	0	2	10	14	11	7	9	0	10	11	3	16	14	9	21	14	10	9	5	0	9	15	13	0	0	7	18	15	0	19	0	11	7	4	5	0	12	0	18	0	13	0	3	9	0	9	4	0	0	19	8	0	9	8	6	13	0	9	18	18	0	7	0	12	4	12	11	21	3	9	0	0	17	10	8	16	0	15	7	13	17	18	0	8	6	0	0	3	13	0	7	0	14	15	1	18	0	8	0	0	15	0	0	0	12	0	0	1	0	0	23	12	0	15	2	3	6	9	17	20	9	8	16	15	4	5	0	14	0	0	0	0	10	0	16	1	0	0	0	20	20	9	11	0	0	3	14	15	0	12	0	12	1	0	0	7	0	7	19	0	10	2	0	15	0	11	0	5	13	7	13	8	6	0	21	10	16	13	6	0	9	7	9	8	0	0	7	0	0	0	0	0	0	0	14	0	0	0	13	20	7	13	4	6	0	0	0	0	10	3	0	14	0	22	0	6	10	0	7	0	0	0	18	0	0	0	0	7	0
175	2	15	7	4	0	1	16	8	6	18	19	0	10	2	1	1	10	11	15	0	11	0	12	14	12	11	0	9	14	0	13	17	0	12	9	10	18	24	16	5	13	12	8	0	1	13	15	10	5	12	0	19	0	14	12	0	14	2	6	0	13	0	3	9	3	4	1	13	9	0	7	0	9	16	9	10	15	8	0	10	9	11	4	0	6	0	10	0	3	5	14	15	0	2	0	8	16	1	0	2	1	7	6	10	0	9	0	7	0	13	13	10	0	11	0	16	0	10	19	7	8	13	4	12	0	9	0	6	0	10	21	7	6	6	12	17	16	10	12	0	2	4	0	0	0	11	0	0	6	0	0	17	0	19	9	0	0	8	11	2	7	6	8	0	21	0	8	0	0	0	5	0	10	6	10	4	0	0	0	0	0	0	10	0	6	0	10	10	8	8	8	0	6	0	2	11	14	18	11	7	0	0	10	10	9	8	0	2	0	11	15	3	11	7	7	9	13	5	19	6	4	7	4	6	13	8	10	0	11	0	4	2	14	0	0	10	12	3
176	0	0	0	4	3	5	0	11	16	1	0	0	12	8	16	0	0	6	11	5	0	0	0	12	10	11	0	0	0	5	6	0	5	13	0	8	13	6	5	10	10	11	0	11	11	3	7	7	15	11	7	14	0	16	10	15	0	11	12	14	6	0	0	0	14	9	3	5	11	4	7	7	9	0	12	0	6	4	6	15	14	0	0	0	10	0	0	0	14	0	18	0	16	22	9	9	7	4	6	9	7	9	0	0	10	16	0	12	11	5	16	0	5	15	3	10	11	4	11	13	7	0	0	8	0	6	12	0	1	0	10	0	7	17	8	0	11	11	6	13	15	11	0	11	10	8	7	12	8	17	3	0	20	8	3	3	5	2	6	14	14	0	17	3	6	0	0	18	10	0	15	6	13	0	1	6	0	0	17	0	2	10	0	8	0	11	0	17	9	0	0	0	0	15	7	9	0	2	2	13	13	14	0	14	6	13	4	12	6	19	0	11	14	12	17	15	17	2	9	0	9	0	5	14	18	10	16	0	11	14	12	9	0	1	9	13	15	15
177	9	0	10	6	0	7	16	0	3	0	0	0	0	0	8	8	22	0	0	0	0	10	8	9	10	13	10	1	17	0	5	10	0	17	17	0	7	4	0	0	15	6	0	0	15	5	9	9	0	13	0	0	6	16	13	7	17	0	0	7	5	12	0	0	9	0	6	18	5	0	12	0	10	15	5	3	12	12	18	9	8	1	12	13	10	10	14	12	7	13	0	16	5	0	10	9	14	11	23	10	10	13	11	5	0	0	10	13	0	0	8	0	5	16	0	0	12	9	0	18	13	11	10	8	5	0	24	12	6	12	0	6	11	16	13	7	0	28	11	0	11	0	9	12	3	0	0	11	11	0	11	11	5	0	0	16	11	0	6	3	7	5	0	17	14	0	9	14	9	15	10	0	13	0	0	1	3	12	20	15	0	10	0	10	0	0	15	16	11	14	7	0	1	0	0	0	11	11	4	0	0	8	15	0	1	11	12	8	0	5	5	5	0	8	9	10	8	0	0	12	14	13	14	14	11	9	19	9	9	6	13	9	0	12	0	5	9	7
178	0	0	15	10	6	12	12	0	9	6	8	0	11	5	15	0	16	3	0	0	0	9	14	8	11	0	0	1	5	17	9	10	12	0	8	2	0	16	0	0	4	11	0	14	8	16	0	12	0	5	0	11	10	13	7	0	3	0	6	6	0	8	7	4	7	13	9	12	0	2	0	10	11	0	0	8	3	9	0	15	9	12	6	8	0	0	1	2	9	0	0	13	0	0	8	0	3	0	0	0	17	0	0	6	6	20	4	4	3	0	7	17	0	17	13	0	10	13	0	9	0	9	9	0	16	15	11	5	0	0	14	12	8	0	3	9	4	11	0	0	17	6	0	20	16	14	9	4	3	7	7	0	12	9	18	3	11	10	20	13	0	0	11	0	17	0	0	9	16	9	7	0	15	2	0	0	20	11	0	15	15	5	17	11	8	5	0	11	12	17	13	11	0	6	13	0	14	0	0	15	0	0	0	0	12	6	7	16	5	0	17	0	6	7	9	12	11	2	10	0	5	13	0	7	0	0	0	10	0	0	8	0	0	0	19	4	3	10
179	0	0	4	17	0	11	4	0	7	18	16	0	5	6	0	0	7	0	3	9	4	12	8	0	0	0	15	8	0	6	14	0	7	0	10	13	6	1	11	0	15	0	11	0	13	14	0	10	10	11	0	15	16	0	4	9	12	15	11	10	12	0	0	14	16	0	0	0	4	0	0	17	0	11	6	6	11	8	12	0	0	0	9	0	9	0	11	0	16	16	12	18	9	7	0	9	15	7	0	6	20	0	6	15	18	0	8	3	0	10	11	16	0	14	0	0	13	11	0	21	7	13	0	13	10	14	8	0	16	9	0	0	11	7	1	7	14	0	8	11	0	7	0	13	0	0	16	11	0	0	9	14	8	21	10	10	7	9	0	3	0	0	9	16	11	10	13	9	12	2	6	11	12	12	16	0	14	0	17	14	10	7	13	6	17	10	7	0	11	9	9	0	10	1	16	4	10	7	5	23	14	8	1	0	0	0	0	0	16	0	6	9	14	8	12	0	0	4	4	12	10	12	0	0	0	16	0	0	3	0	0	14	10	7	0	0	18	13
180	12	0	12	18	5	17	18	0	10	14	14	12	4	12	6	2	0	13	17	16	0	0	14	8	0	6	0	6	15	6	18	7	7	0	8	9	0	16	8	11	0	18	0	9	9	0	13	7	14	10	10	0	0	12	0	7	0	11	12	11	3	6	0	9	9	5	11	0	4	10	6	0	9	0	15	12	0	10	18	6	0	16	16	10	6	0	6	0	0	11	12	1	0	12	4	0	0	0	0	0	0	9	8	10	0	9	9	0	17	1	0	4	10	6	0	0	20	0	0	11	9	0	3	9	11	14	12	0	11	6	9	9	9	12	7	0	8	0	0	8	0	17	16	20	3	0	6	6	3	19	8	8	0	12	8	0	0	4	10	18	0	1	8	0	0	0	0	7	1	13	10	12	0	10	7	7	0	0	10	0	8	7	0	11	0	0	16	11	6	4	0	1	0	7	15	11	0	0	12	0	3	5	8	2	10	12	17	1	6	8	0	8	9	0	4	16	9	0	12	16	6	7	0	0	0	0	11	12	1	6	0	0	0	5	13	13	0	15
181	3	16	6	9	10	12	7	15	5	18	10	0	15	0	5	16	13	4	15	7	12	8	16	7	0	4	13	0	6	10	0	8	13	15	0	0	0	0	13	9	0	23	7	0	0	2	13	7	0	7	17	0	19	0	0	14	10	8	9	5	11	13	16	17	0	13	11	0	16	0	0	0	0	0	14	14	1	7	0	0	12	0	0	13	12	0	0	0	8	7	12	4	0	5	6	5	17	11	7	7	8	0	0	17	19	9	4	16	0	7	0	7	10	0	22	16	0	8	0	6	16	13	0	0	7	4	0	13	9	0	7	0	0	0	10	0	0	0	11	0	12	15	13	0	0	0	5	0	14	6	13	0	10	16	14	8	7	0	8	6	12	7	5	0	14	0	7	11	11	14	0	21	12	10	2	14	8	0	0	17	12	12	12	0	0	7	9	13	9	0	3	2	14	10	0	12	15	3	8	0	8	13	0	0	12	0	15	0	17	12	10	0	9	14	0	0	5	8	13	7	0	8	22	0	3	0	0	21	6	1	6	8	12	0	11	0	0	0
182	22	14	12	15	10	8	14	0	5	13	0	0	0	8	0	13	3	0	10	0	3	20	7	17	0	11	11	9	0	15	0	15	0	18	0	0	0	17	3	8	8	12	6	0	0	3	0	5	12	13	11	20	22	14	6	12	2	1	17	14	10	0	10	18	11	12	7	0	11	13	0	16	10	10	0	13	11	0	0	0	4	11	3	2	0	0	0	0	0	10	16	13	0	2	10	6	0	14	10	12	0	24	0	0	7	0	10	13	10	0	0	10	10	14	14	6	6	0	10	11	13	0	15	14	14	7	4	9	0	0	10	13	0	8	1	10	13	20	9	12	0	6	0	8	18	0	20	11	0	0	0	11	15	14	8	21	0	10	17	8	10	16	11	13	0	17	12	0	8	17	16	13	11	16	8	0	11	12	7	0	0	12	4	0	9	0	8	14	0	0	19	11	0	16	0	4	12	7	10	9	13	0	0	0	7	10	10	18	0	0	8	0	0	4	9	1	3	2	10	0	0	13	7	14	0	0	1	15	10	12	0	5	12	0	16	0	5	18
183	0	3	4	16	7	9	9	6	0	10	16	10	3	1	3	10	0	14	10	0	0	8	10	10	6	0	0	9	0	0	18	18	22	14	5	4	10	11	0	7	3	12	16	11	0	0	13	0	6	0	13	9	7	0	6	11	13	0	11	0	7	9	13	0	0	3	6	12	0	2	17	0	5	0	17	14	12	12	0	0	12	0	0	0	13	11	11	0	16	4	4	16	0	11	1	13	13	9	11	0	8	12	0	0	10	4	14	0	0	14	0	13	11	6	7	0	0	0	0	17	10	6	13	0	9	0	0	0	5	8	8	9	8	9	0	15	9	12	10	13	13	2	13	0	16	0	0	10	0	3	16	7	11	11	10	0	11	8	12	11	7	12	13	0	7	20	0	18	0	0	7	10	0	0	8	10	14	0	0	4	0	11	13	21	9	13	8	9	6	8	9	0	5	2	11	6	7	15	4	7	4	17	6	0	7	14	11	3	5	1	7	0	3	16	22	9	0	5	13	16	0	0	18	0	9	14	0	0	9	12	0	14	15	5	15	12	16	12
184	0	0	0	0	10	21	8	25	9	0	8	16	15	14	9	15	12	9	0	1	10	0	9	5	16	9	16	10	12	10	7	4	11	21	6	8	6	0	0	14	0	8	9	16	6	2	15	16	12	0	0	11	1	6	0	13	0	14	0	8	7	0	9	0	5	14	15	0	13	13	0	13	6	3	19	13	3	14	16	7	8	0	0	11	11	10	1	7	0	17	13	0	0	0	0	12	2	0	13	0	8	0	9	0	0	0	6	0	8	9	0	11	0	0	13	0	5	0	0	10	4	16	10	13	0	5	0	0	7	18	0	7	11	10	9	0	13	12	0	7	15	14	13	15	11	12	0	0	11	13	7	15	0	0	17	0	12	9	8	21	16	0	15	2	0	0	6	11	8	0	14	12	0	14	0	21	3	17	5	12	0	14	0	4	0	11	5	6	22	3	0	0	0	3	0	0	0	13	0	0	8	0	8	9	9	0	9	0	16	11	19	9	11	7	0	0	7	0	17	17	2	11	8	4	0	0	5	5	10	7	10	11	0	2	0	3	0	0
185	10	5	15	0	6	0	11	0	14	8	4	11	15	13	0	0	12	0	8	0	0	21	0	15	0	14	2	11	0	11	5	12	7	12	7	9	0	13	18	3	15	0	13	7	10	0	10	17	9	0	0	0	0	11	0	10	5	0	0	9	9	3	11	13	16	11	0	7	11	0	12	10	0	0	16	0	0	9	5	4	6	4	13	5	10	2	0	12	8	0	7	5	10	0	9	0	10	0	7	5	0	6	17	7	0	16	9	9	11	3	0	15	0	12	9	15	5	3	0	10	6	12	13	10	11	14	14	5	16	9	4	3	11	0	4	14	12	8	9	7	0	2	4	7	13	0	19	6	12	0	0	0	0	8	5	8	0	0	0	13	5	10	8	8	3	14	12	6	10	19	8	13	9	12	10	1	0	14	8	11	0	0	5	7	13	7	18	6	0	0	12	10	5	11	12	8	6	7	0	7	0	4	6	11	14	13	14	13	9	16	10	0	9	18	0	9	2	5	3	14	3	17	5	0	0	15	0	0	7	13	12	8	9	14	13	0	0	0
186	0	0	6	3	0	10	15	4	1	9	14	18	9	18	0	0	8	17	0	8	10	9	13	15	12	18	11	0	10	10	13	8	16	0	9	11	0	14	12	2	22	0	0	13	14	15	14	10	15	5	15	21	13	15	11	17	7	11	0	9	9	12	17	0	9	0	0	9	0	6	0	0	11	6	8	0	15	6	0	8	0	9	3	4	6	10	7	15	0	10	0	15	14	0	22	7	6	0	4	0	15	14	0	14	12	4	2	0	11	15	12	0	13	10	11	0	14	13	13	10	16	6	18	0	6	15	13	0	10	0	15	7	0	1	13	0	7	7	0	5	0	2	0	17	0	12	4	0	12	7	14	4	14	12	0	11	11	16	13	6	17	0	9	16	13	0	9	7	12	7	12	8	14	9	0	11	0	13	6	7	9	5	14	0	17	6	12	15	7	3	4	12	6	15	16	0	16	6	15	14	16	0	15	6	0	0	0	19	4	3	0	13	15	0	0	12	5	7	18	9	0	0	0	2	17	6	14	6	0	9	6	4	20	18	7	17	4	9
187	8	0	14	6	0	17	0	7	3	8	13	8	11	0	5	0	13	0	8	0	0	6	14	2	6	0	10	0	9	11	13	15	14	12	20	10	4	14	12	2	12	0	14	0	26	11	6	0	14	12	0	0	5	12	11	0	6	13	14	0	12	16	5	7	3	3	0	0	0	12	0	11	2	1	10	0	13	0	1	12	0	7	15	0	0	6	17	0	8	20	0	8	12	0	9	0	15	11	0	0	0	7	1	20	14	16	0	0	7	5	22	2	6	0	10	13	0	0	7	0	0	9	11	0	17	9	0	8	7	0	0	17	7	12	0	5	4	16	5	15	12	0	0	17	0	0	11	3	0	9	15	19	0	3	7	11	7	12	0	15	7	12	0	0	13	0	2	13	0	0	0	9	0	15	10	13	10	11	10	10	6	11	8	6	8	13	4	0	10	0	14	1	7	12	3	5	8	0	17	0	13	0	19	10	0	21	10	16	14	0	14	0	10	0	0	0	0	0	0	9	1	0	0	0	2	0	0	2	14	0	6	11	10	6	9	0	13	22
188	5	12	9	11	1	0	6	8	0	12	0	11	7	6	5	0	22	10	14	0	0	10	10	0	16	0	11	3	0	0	6	0	12	0	13	11	15	5	21	10	0	4	9	4	16	14	0	0	15	9	11	2	0	0	0	13	0	0	0	17	13	1	0	0	8	0	0	7	12	0	8	0	17	8	16	11	10	10	8	0	8	1	10	7	0	1	15	16	6	13	6	4	0	5	11	11	15	18	4	17	9	0	16	0	0	0	17	6	11	0	10	7	10	13	13	0	14	13	0	3	16	13	0	14	9	5	20	0	12	9	13	6	13	0	3	16	0	0	0	0	6	0	2	0	11	9	8	12	1	13	1	0	0	19	7	25	0	7	8	13	0	11	3	19	16	11	4	15	13	11	0	11	0	0	13	5	12	10	0	11	6	4	11	21	0	6	0	7	6	10	18	16	15	6	0	0	4	0	14	14	13	10	13	9	0	15	2	15	0	8	9	3	9	16	9	6	0	0	0	18	6	16	16	0	0	0	14	14	3	18	1	12	0	14	6	0	3	11
189	1	0	0	3	15	0	1	5	5	0	18	11	8	3	11	6	9	9	0	11	20	4	12	12	0	17	12	0	8	5	0	9	5	11	11	9	0	8	11	16	7	0	0	1	7	2	12	0	11	12	11	7	0	0	9	3	12	0	14	8	15	0	21	0	7	8	7	12	14	12	11	9	11	16	5	10	0	7	0	1	14	10	18	9	0	10	20	18	7	11	12	4	9	20	12	4	8	14	9	7	2	19	18	12	0	16	0	0	7	0	0	0	0	0	4	4	6	21	0	0	0	19	6	0	6	17	0	7	2	15	0	7	0	0	0	0	3	15	13	9	0	8	12	9	0	0	0	10	0	10	0	0	0	13	3	0	13	5	13	0	14	9	18	12	12	3	0	0	0	0	19	0	9	7	2	11	0	11	11	0	13	1	14	15	9	12	7	0	7	14	15	11	9	12	13	6	0	9	7	8	0	17	6	5	20	0	0	18	0	7	20	0	9	3	12	0	17	5	11	10	12	9	17	0	16	0	10	10	9	0	9	7	18	9	0	10	5	0
190	13	12	0	0	0	10	9	17	19	12	15	0	12	8	0	12	13	0	12	0	0	0	9	7	0	10	14	0	12	18	4	0	0	0	2	0	0	9	7	0	0	7	5	10	13	16	0	8	0	0	0	9	0	0	4	11	3	8	0	8	8	6	2	0	12	0	0	0	8	10	15	13	8	0	13	0	8	0	0	12	10	0	0	11	0	5	0	3	16	0	7	26	0	0	15	13	15	0	16	0	8	0	0	0	0	19	0	14	11	10	7	10	0	6	3	7	0	0	6	10	6	10	1	15	6	7	14	14	13	15	5	0	20	6	0	13	14	0	3	0	0	0	12	8	14	0	9	0	4	0	0	12	6	7	7	2	0	9	0	14	8	0	7	11	15	18	13	0	11	15	0	0	14	16	9	13	0	10	11	10	12	16	9	9	0	0	2	16	7	16	0	13	9	8	10	7	0	14	3	2	14	0	12	2	0	0	0	19	0	0	0	10	14	0	0	8	12	14	0	10	11	0	15	12	0	9	9	8	0	0	11	0	0	20	0	15	0	0
191	0	7	14	0	14	17	10	11	0	0	13	21	1	0	9	11	5	9	0	8	0	0	9	13	17	7	9	11	13	6	10	0	20	8	13	5	10	4	14	0	8	0	9	11	15	8	0	5	12	8	6	12	3	12	0	0	15	0	0	8	13	0	8	10	10	10	5	5	6	0	0	6	1	0	16	0	0	0	10	0	6	14	13	0	10	11	6	16	9	17	19	5	12	14	0	9	6	9	0	11	9	0	0	15	0	0	12	10	5	10	11	9	8	0	21	14	10	7	0	8	12	10	13	11	0	13	12	12	0	19	4	14	16	14	0	11	14	11	8	4	7	5	17	10	0	10	18	0	0	0	0	0	0	13	9	7	0	0	7	0	0	17	10	0	0	0	14	0	9	7	0	9	0	7	8	2	10	10	12	0	9	0	0	18	19	11	5	1	17	7	6	14	9	14	0	14	0	13	9	6	8	11	5	0	0	10	14	13	7	11	0	6	13	4	13	13	10	13	11	7	15	0	0	10	0	6	12	0	0	0	12	9	20	8	0	0	0	12
192	12	9	10	16	13	0	4	6	11	0	0	0	19	1	9	5	0	0	0	5	11	19	9	12	15	7	6	6	9	15	10	7	9	0	15	17	13	13	7	3	0	16	4	0	0	14	0	6	0	12	5	0	0	0	1	7	14	19	0	12	5	3	15	12	8	0	0	13	0	9	16	15	0	15	7	3	13	0	13	0	7	0	9	7	0	13	0	8	13	12	3	10	13	10	8	18	11	12	16	0	0	12	1	11	0	3	0	10	9	0	0	2	0	0	0	11	24	9	10	2	16	5	0	9	10	0	0	17	12	0	19	8	5	1	0	11	0	13	0	0	0	0	0	0	15	9	13	0	8	0	12	11	5	17	6	0	11	7	0	9	0	11	10	10	0	11	10	12	0	0	14	0	14	11	6	12	8	6	10	14	0	18	14	1	4	9	9	15	0	15	16	8	11	0	14	4	3	13	11	13	10	15	10	0	12	11	9	5	0	0	10	0	19	0	0	16	12	6	2	0	8	3	1	9	0	17	11	15	0	1	8	8	3	0	8	9	0	7
193	0	1	20	8	1	13	9	11	5	20	0	4	6	8	21	9	0	14	11	18	21	0	9	19	0	0	5	7	12	0	0	9	12	14	13	11	6	15	15	3	9	0	11	13	11	7	13	15	14	0	1	20	0	0	0	10	11	0	20	12	11	9	12	16	21	5	0	4	0	8	0	16	15	0	0	0	16	10	8	0	16	0	0	0	12	0	3	5	14	3	0	19	18	15	0	11	6	0	10	0	20	0	2	0	1	1	17	7	16	0	0	0	0	9	6	10	8	6	0	0	7	2	12	3	12	19	0	12	0	13	6	13	0	5	18	0	2	2	3	9	7	11	18	7	14	6	8	14	10	2	0	0	6	9	16	0	0	8	14	13	4	8	0	0	5	13	0	6	13	5	13	15	0	15	12	11	15	7	12	0	0	12	6	0	0	24	15	14	15	12	8	15	15	14	0	17	17	0	11	0	12	11	11	9	7	4	5	17	9	10	3	16	0	5	11	0	14	6	13	0	0	14	12	0	10	19	0	0	10	0	3	12	0	17	12	12	10	11
194	0	0	9	0	9	15	0	13	0	13	10	17	15	11	0	0	9	0	0	6	0	10	0	0	4	7	17	11	0	9	10	11	5	16	0	0	9	13	15	13	10	16	2	8	13	3	1	19	0	11	10	16	5	17	11	20	0	11	0	13	12	0	8	0	0	12	19	22	18	13	12	0	5	19	20	0	0	0	0	6	8	0	10	0	12	14	13	0	15	7	11	4	9	19	0	0	0	3	9	10	13	11	7	13	0	7	0	9	9	0	10	0	7	8	2	12	8	9	0	12	15	18	11	0	12	9	12	8	19	0	12	0	12	10	0	6	21	14	2	14	10	0	0	0	20	10	11	18	14	15	6	14	13	8	2	7	6	0	12	18	3	3	0	9	13	15	0	0	1	0	8	19	15	12	10	0	1	0	14	0	7	0	17	11	4	5	7	0	7	19	11	15	11	0	0	13	4	0	10	5	2	6	7	14	0	0	4	3	15	19	6	3	16	7	0	9	4	16	9	0	14	0	14	15	0	6	13	19	3	1	12	7	16	0	6	2	0	10
195	10	7	4	9	16	0	14	0	13	20	0	0	13	13	8	13	1	0	10	0	0	9	0	7	0	0	11	0	10	0	11	7	7	13	8	0	13	7	16	2	5	5	11	1	9	0	10	0	0	7	18	9	0	14	8	0	7	12	9	0	12	3	17	0	6	3	1	10	15	9	0	11	16	4	0	10	7	6	0	0	0	7	0	4	11	10	3	8	1	16	0	0	8	21	6	9	11	5	10	7	0	0	10	7	0	12	0	7	0	9	3	3	0	21	0	13	10	4	0	0	6	4	13	0	9	1	0	1	10	6	7	14	13	9	7	0	14	8	0	0	0	10	11	6	14	0	9	7	5	0	0	13	0	10	6	18	12	0	8	16	1	0	6	0	7	14	9	6	8	14	14	2	0	8	5	0	8	14	0	13	0	0	13	12	15	0	12	6	0	5	11	0	10	13	0	11	13	5	7	13	15	7	17	0	10	0	0	0	6	0	14	14	0	0	4	10	10	8	0	14	0	4	13	11	0	11	0	0	13	4	10	0	0	7	0	0	7	12
