feature_a_id	feature_b_id	feature_a_name	feature_b_name	feature_b_dataset	proba	fdr	bayes_k
77	70	proteomics_78	proteomics_71	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
98	9	proteomics_99	proteomics_10	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
51	69	proteomics_52	proteomics_70	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
77	44	proteomics_78	proteomics_45	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
77	39	proteomics_78	proteomics_40	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
51	103	proteomics_52	metagenomics_4	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
7	39	proteomics_8	proteomics_40	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
52	20	proteomics_53	proteomics_21	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
47	123	proteomics_48	metagenomics_24	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
47	59	proteomics_48	proteomics_60	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
43	10	proteomics_44	proteomics_11	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
44	77	proteomics_45	proteomics_78	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
43	24	proteomics_44	proteomics_25	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
9	42	proteomics_10	proteomics_43	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
9	35	proteomics_10	proteomics_36	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
43	66	proteomics_44	proteomics_67	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
2	74	proteomics_3	proteomics_75	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
1	82	proteomics_2	proteomics_83	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
43	111	proteomics_44	metagenomics_12	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
80	91	proteomics_81	proteomics_92	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
9	1	proteomics_10	proteomics_2	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
43	146	proteomics_44	metagenomics_47	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
44	11	proteomics_45	proteomics_12	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
44	56	proteomics_45	proteomics_57	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
44	70	proteomics_45	proteomics_71	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
44	72	proteomics_45	proteomics_73	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
8	130	proteomics_9	metagenomics_31	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
97	94	proteomics_98	proteomics_95	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
8	120	proteomics_9	metagenomics_21	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
8	110	proteomics_9	metagenomics_11	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
80	5	proteomics_81	proteomics_6	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
79	148	proteomics_80	metagenomics_49	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
8	95	proteomics_9	proteomics_96	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
46	17	proteomics_47	proteomics_18	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
46	26	proteomics_47	proteomics_27	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
8	89	proteomics_9	proteomics_90	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
46	48	proteomics_47	proteomics_49	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
46	59	proteomics_47	proteomics_60	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
46	64	proteomics_47	proteomics_65	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
46	72	proteomics_47	proteomics_73	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
46	107	proteomics_47	metagenomics_8	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
79	52	proteomics_80	proteomics_53	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
84	114	proteomics_85	metagenomics_15	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
34	32	proteomics_35	proteomics_33	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
52	79	proteomics_53	proteomics_80	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
90	128	proteomics_91	metagenomics_29	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
22	114	proteomics_23	metagenomics_15	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
14	27	proteomics_15	proteomics_28	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
94	97	proteomics_95	proteomics_98	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
22	84	proteomics_23	proteomics_85	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
90	120	proteomics_91	metagenomics_21	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
22	67	proteomics_23	proteomics_68	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
14	56	proteomics_15	proteomics_57	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
34	18	proteomics_35	proteomics_19	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
91	5	proteomics_92	proteomics_6	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
21	119	proteomics_22	metagenomics_20	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
21	118	proteomics_22	metagenomics_19	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
21	102	proteomics_22	metagenomics_3	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
14	75	proteomics_15	proteomics_76	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
21	88	proteomics_22	proteomics_89	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
94	100	proteomics_95	metagenomics_1	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
22	124	proteomics_23	metagenomics_25	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
0	41	proteomics_1	proteomics_42	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
90	89	proteomics_91	proteomics_90	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
90	83	proteomics_91	proteomics_84	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
23	57	proteomics_24	proteomics_58	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
23	86	proteomics_24	proteomics_87	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
23	109	proteomics_24	metagenomics_10	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
90	16	proteomics_91	proteomics_17	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
94	115	proteomics_95	metagenomics_16	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
24	10	proteomics_25	proteomics_11	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
89	147	proteomics_90	metagenomics_48	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
24	43	proteomics_25	proteomics_44	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
89	123	proteomics_90	metagenomics_24	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
24	66	proteomics_25	proteomics_67	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
89	120	proteomics_90	metagenomics_21	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
94	126	proteomics_95	metagenomics_27	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
21	63	proteomics_22	proteomics_64	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
21	58	proteomics_22	proteomics_59	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
14	83	proteomics_15	proteomics_84	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
18	34	proteomics_19	proteomics_35	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
16	25	proteomics_17	proteomics_26	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
93	112	proteomics_94	metagenomics_13	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
16	83	proteomics_17	proteomics_84	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
16	90	proteomics_17	proteomics_91	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
16	123	proteomics_17	metagenomics_24	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
15	103	proteomics_16	metagenomics_4	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
94	0	proteomics_95	proteomics_1	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
17	46	proteomics_18	proteomics_47	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
17	48	proteomics_18	proteomics_49	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
15	62	proteomics_16	proteomics_63	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
15	51	proteomics_16	proteomics_52	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
17	135	proteomics_18	metagenomics_36	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
18	22	proteomics_19	proteomics_23	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
18	32	proteomics_19	proteomics_33	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
92	141	proteomics_93	metagenomics_42	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
21	49	proteomics_22	proteomics_50	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
18	112	proteomics_19	metagenomics_13	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
19	8	proteomics_20	proteomics_9	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
19	26	proteomics_20	proteomics_27	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
19	59	proteomics_20	proteomics_60	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
19	110	proteomics_20	metagenomics_11	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
92	6	proteomics_93	proteomics_7	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
20	52	proteomics_21	proteomics_53	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
20	61	proteomics_21	proteomics_62	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
20	79	proteomics_21	proteomics_80	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
91	111	proteomics_92	metagenomics_12	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
91	84	proteomics_92	proteomics_85	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
20	143	proteomics_21	metagenomics_44	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
20	148	proteomics_21	metagenomics_49	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
91	80	proteomics_92	proteomics_81	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
89	116	proteomics_90	metagenomics_17	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
24	106	proteomics_25	metagenomics_7	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
13	115	proteomics_14	metagenomics_16	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
31	36	proteomics_32	proteomics_37	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
29	31	proteomics_30	proteomics_32	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
29	36	proteomics_30	proteomics_37	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
29	38	proteomics_30	proteomics_39	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
29	96	proteomics_30	proteomics_97	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
12	78	proteomics_13	proteomics_79	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
12	76	proteomics_13	proteomics_77	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
30	50	proteomics_31	proteomics_51	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
30	73	proteomics_31	proteomics_74	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
30	104	proteomics_31	metagenomics_5	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
30	107	proteomics_31	metagenomics_8	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
95	110	proteomics_96	metagenomics_11	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
86	57	proteomics_87	proteomics_58	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
30	138	proteomics_31	metagenomics_39	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
31	29	proteomics_32	proteomics_30	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
31	38	proteomics_32	proteomics_39	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
95	59	proteomics_96	proteomics_60	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
86	23	proteomics_87	proteomics_24	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
95	122	proteomics_96	metagenomics_23	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
31	96	proteomics_32	proteomics_97	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
11	78	proteomics_12	proteomics_79	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
85	132	proteomics_86	metagenomics_33	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
32	18	proteomics_33	proteomics_19	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
32	34	proteomics_33	proteomics_35	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
11	56	proteomics_12	proteomics_57	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
85	84	proteomics_86	proteomics_85	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
32	112	proteomics_33	metagenomics_13	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
85	55	proteomics_86	proteomics_56	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
33	53	proteomics_34	proteomics_54	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
33	139	proteomics_34	metagenomics_40	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
34	6	proteomics_35	proteomics_7	random.realistic.proteomics	0.9999999900000002	9.999999828202988e-09	-18.420680753952368
12	105	proteomics_13	metagenomics_6	random.realistic.metagenomics	0.9999999900000002	9.999999828202988e-09	18.420680753952368
