ID	untargeted_metabolomics_1	untargeted_metabolomics_2	untargeted_metabolomics_3	untargeted_metabolomics_4	untargeted_metabolomics_5	untargeted_metabolomics_6	untargeted_metabolomics_7	untargeted_metabolomics_8	untargeted_metabolomics_9	untargeted_metabolomics_10	untargeted_metabolomics_11	untargeted_metabolomics_12	untargeted_metabolomics_13	untargeted_metabolomics_14	untargeted_metabolomics_15	untargeted_metabolomics_16	untargeted_metabolomics_17	untargeted_metabolomics_18	untargeted_metabolomics_19	untargeted_metabolomics_20	untargeted_metabolomics_21	untargeted_metabolomics_22	untargeted_metabolomics_23	untargeted_metabolomics_24	untargeted_metabolomics_25	untargeted_metabolomics_26	untargeted_metabolomics_27	untargeted_metabolomics_28	untargeted_metabolomics_29	untargeted_metabolomics_30	untargeted_metabolomics_31	untargeted_metabolomics_32	untargeted_metabolomics_33	untargeted_metabolomics_34	untargeted_metabolomics_35	untargeted_metabolomics_36	untargeted_metabolomics_37	untargeted_metabolomics_38	untargeted_metabolomics_39	untargeted_metabolomics_40	untargeted_metabolomics_41	untargeted_metabolomics_42	untargeted_metabolomics_43	untargeted_metabolomics_44	untargeted_metabolomics_45	untargeted_metabolomics_46	untargeted_metabolomics_47	untargeted_metabolomics_48	untargeted_metabolomics_49	untargeted_metabolomics_50	untargeted_metabolomics_51	untargeted_metabolomics_52	untargeted_metabolomics_53	untargeted_metabolomics_54	untargeted_metabolomics_55	untargeted_metabolomics_56	untargeted_metabolomics_57	untargeted_metabolomics_58	untargeted_metabolomics_59	untargeted_metabolomics_60	untargeted_metabolomics_61	untargeted_metabolomics_62	untargeted_metabolomics_63	untargeted_metabolomics_64	untargeted_metabolomics_65	untargeted_metabolomics_66	untargeted_metabolomics_67	untargeted_metabolomics_68	untargeted_metabolomics_69	untargeted_metabolomics_70	untargeted_metabolomics_71	untargeted_metabolomics_72	untargeted_metabolomics_73	untargeted_metabolomics_74	untargeted_metabolomics_75	untargeted_metabolomics_76	untargeted_metabolomics_77	untargeted_metabolomics_78	untargeted_metabolomics_79	untargeted_metabolomics_80	untargeted_metabolomics_81	untargeted_metabolomics_82	untargeted_metabolomics_83	untargeted_metabolomics_84	untargeted_metabolomics_85	untargeted_metabolomics_86	untargeted_metabolomics_87	untargeted_metabolomics_88	untargeted_metabolomics_89	untargeted_metabolomics_90	untargeted_metabolomics_91	untargeted_metabolomics_92	untargeted_metabolomics_93	untargeted_metabolomics_94	untargeted_metabolomics_95	untargeted_metabolomics_96	untargeted_metabolomics_97	untargeted_metabolomics_98	untargeted_metabolomics_99	untargeted_metabolomics_100	untargeted_metabolomics_101	untargeted_metabolomics_102	untargeted_metabolomics_103	untargeted_metabolomics_104	untargeted_metabolomics_105	untargeted_metabolomics_106	untargeted_metabolomics_107	untargeted_metabolomics_108	untargeted_metabolomics_109	untargeted_metabolomics_110	untargeted_metabolomics_111	untargeted_metabolomics_112	untargeted_metabolomics_113	untargeted_metabolomics_114	untargeted_metabolomics_115	untargeted_metabolomics_116	untargeted_metabolomics_117	untargeted_metabolomics_118	untargeted_metabolomics_119	untargeted_metabolomics_120	untargeted_metabolomics_121	untargeted_metabolomics_122	untargeted_metabolomics_123	untargeted_metabolomics_124	untargeted_metabolomics_125	untargeted_metabolomics_126	untargeted_metabolomics_127	untargeted_metabolomics_128	untargeted_metabolomics_129	untargeted_metabolomics_130	untargeted_metabolomics_131	untargeted_metabolomics_132	untargeted_metabolomics_133	untargeted_metabolomics_134	untargeted_metabolomics_135	untargeted_metabolomics_136	untargeted_metabolomics_137	untargeted_metabolomics_138	untargeted_metabolomics_139	untargeted_metabolomics_140	untargeted_metabolomics_141	untargeted_metabolomics_142	untargeted_metabolomics_143	untargeted_metabolomics_144	untargeted_metabolomics_145	untargeted_metabolomics_146	untargeted_metabolomics_147	untargeted_metabolomics_148	untargeted_metabolomics_149	untargeted_metabolomics_150	untargeted_metabolomics_151	untargeted_metabolomics_152	untargeted_metabolomics_153	untargeted_metabolomics_154	untargeted_metabolomics_155	untargeted_metabolomics_156	untargeted_metabolomics_157	untargeted_metabolomics_158	untargeted_metabolomics_159	untargeted_metabolomics_160	untargeted_metabolomics_161	untargeted_metabolomics_162	untargeted_metabolomics_163	untargeted_metabolomics_164	untargeted_metabolomics_165	untargeted_metabolomics_166	untargeted_metabolomics_167	untargeted_metabolomics_168	untargeted_metabolomics_169	untargeted_metabolomics_170	untargeted_metabolomics_171	untargeted_metabolomics_172	untargeted_metabolomics_173	untargeted_metabolomics_174	untargeted_metabolomics_175	untargeted_metabolomics_176	untargeted_metabolomics_177	untargeted_metabolomics_178	untargeted_metabolomics_179	untargeted_metabolomics_180	untargeted_metabolomics_181	untargeted_metabolomics_182	untargeted_metabolomics_183	untargeted_metabolomics_184	untargeted_metabolomics_185	untargeted_metabolomics_186	untargeted_metabolomics_187	untargeted_metabolomics_188	untargeted_metabolomics_189	untargeted_metabolomics_190	untargeted_metabolomics_191	untargeted_metabolomics_192	untargeted_metabolomics_193	untargeted_metabolomics_194	untargeted_metabolomics_195	untargeted_metabolomics_196	untargeted_metabolomics_197	untargeted_metabolomics_198	untargeted_metabolomics_199	untargeted_metabolomics_200	untargeted_metabolomics_201	untargeted_metabolomics_202	untargeted_metabolomics_203	untargeted_metabolomics_204	untargeted_metabolomics_205	untargeted_metabolomics_206	untargeted_metabolomics_207	untargeted_metabolomics_208	untargeted_metabolomics_209	untargeted_metabolomics_210	untargeted_metabolomics_211	untargeted_metabolomics_212	untargeted_metabolomics_213	untargeted_metabolomics_214	untargeted_metabolomics_215	untargeted_metabolomics_216	untargeted_metabolomics_217	untargeted_metabolomics_218	untargeted_metabolomics_219	untargeted_metabolomics_220	untargeted_metabolomics_221	untargeted_metabolomics_222	untargeted_metabolomics_223	untargeted_metabolomics_224	untargeted_metabolomics_225	untargeted_metabolomics_226	untargeted_metabolomics_227	untargeted_metabolomics_228	untargeted_metabolomics_229	untargeted_metabolomics_230	untargeted_metabolomics_231	untargeted_metabolomics_232	untargeted_metabolomics_233	untargeted_metabolomics_234	untargeted_metabolomics_235	untargeted_metabolomics_236	untargeted_metabolomics_237	untargeted_metabolomics_238
76	16	13	4	2	21	0	10	0	15	12	0	14	14	14	0	7	11	9	12	15	9	8	6	15	5	0	10	0	16	19	0	10	0	3	0	0	1	14	12	4	0	17	12	11	2	6	0	0	17	8	12	0	9	8	11	5	0	13	16	15	0	15	12	16	0	5	0	0	13	0	8	7	0	7	9	13	0	0	0	21	16	0	0	9	0	0	9	6	19	0	11	0	13	0	15	0	12	9	6	16	15	2	19	6	0	0	7	14	12	6	4	11	0	12	0	16	11	0	0	8	0	0	8	0	16	19	9	8	12	21	11	10	0	14	5	19	6	17	15	6	0	0	10	9	8	14	6	8	14	17	0	6	0	10	15	0	3	7	4	13	0	5	0	8	0	3	14	18	0	10	0	16	16	11	0	0	10	11	0	21	17	0	8	9	0	1	14	8	6	13	0	17	0	0	0	0	10	0	6	18	11	12	10	7	0	8	0	9	7	0	0	0	0	0	18	7	8	5	0	0	0	11	20	0	13	13	17	9	0	8	7	18	14	12	9	9	7	0
77	8	7	17	20	1	12	11	0	0	0	13	14	16	13	12	0	0	16	0	13	2	8	12	0	0	8	0	8	15	7	2	13	12	16	11	7	16	0	6	10	0	0	20	8	0	0	12	0	14	7	13	14	4	15	25	8	12	10	14	12	15	12	0	11	16	12	3	5	11	13	9	11	10	10	14	11	6	13	12	8	0	4	4	8	10	5	0	14	0	5	2	0	8	0	11	0	11	0	6	0	7	0	0	10	0	16	0	0	2	15	3	0	0	12	0	11	16	16	0	0	0	11	0	18	8	10	0	2	5	14	14	6	5	0	13	3	24	0	15	0	14	17	0	5	7	11	7	0	5	0	0	11	5	20	23	9	7	15	3	0	7	16	0	12	0	19	13	19	0	6	0	0	10	13	14	0	8	1	6	7	1	0	0	8	11	3	9	0	0	24	13	9	0	0	0	8	13	0	0	4	8	17	2	7	0	0	6	0	13	0	0	12	8	16	11	4	3	0	8	0	0	7	8	12	7	0	9	9	16	15	6	2	0	5	4	0	0	0
78	7	15	12	14	1	15	10	12	0	2	0	0	1	5	8	0	8	0	0	0	13	0	5	5	16	0	15	0	14	16	12	8	0	0	0	13	14	8	10	3	0	6	0	3	0	0	2	11	0	12	11	12	0	17	13	11	0	16	15	14	9	5	11	13	8	0	11	13	2	3	18	0	0	14	0	9	0	11	0	0	20	4	7	14	4	0	15	6	0	0	1	12	0	0	4	0	10	0	17	7	14	4	11	1	11	0	15	8	0	0	0	6	0	12	15	3	8	11	11	9	7	14	0	11	7	9	6	10	0	11	19	15	16	14	16	17	15	9	7	4	0	4	6	19	6	5	11	0	0	0	9	0	7	0	0	13	4	0	7	5	0	0	0	4	15	12	10	22	9	0	0	3	6	15	13	0	6	0	12	11	11	2	5	6	6	3	8	5	0	0	11	12	10	5	9	0	18	1	8	2	16	11	8	0	0	0	12	0	16	14	0	7	4	21	7	14	18	7	7	11	13	0	1	0	15	6	0	5	10	15	5	13	9	20	10	9	0	0
79	10	17	16	6	13	13	13	3	0	8	14	18	7	17	7	14	16	0	10	0	9	17	18	10	0	19	5	12	0	0	0	2	8	7	0	0	9	7	10	15	19	11	13	5	16	0	0	0	16	7	0	17	13	11	14	0	0	0	11	10	1	7	9	8	13	15	2	14	0	0	0	13	8	0	15	15	18	11	10	9	0	2	0	11	10	11	6	12	0	12	4	0	8	10	13	12	0	18	10	16	12	10	7	3	8	14	12	8	0	13	5	8	5	0	8	6	19	0	12	8	0	8	10	14	0	5	7	8	0	4	12	2	15	0	11	0	8	5	0	3	9	9	15	10	0	15	6	0	7	22	17	10	9	13	0	0	7	0	0	0	6	16	0	0	13	15	11	0	0	7	0	7	10	12	8	13	5	0	0	3	1	4	0	20	0	11	6	8	15	7	0	13	13	3	16	11	13	0	6	13	0	0	7	0	11	5	11	5	8	12	2	18	8	0	13	0	0	20	21	11	8	0	10	11	0	4	12	0	0	17	11	11	5	0	14	0	11	0
80	0	0	10	8	5	18	15	8	14	10	0	8	10	8	0	16	0	5	3	0	0	9	8	5	12	12	6	0	9	0	12	7	0	9	11	2	5	8	11	12	10	16	7	13	5	0	8	0	0	11	14	10	0	15	0	15	12	2	0	16	6	1	9	22	15	16	10	2	9	18	3	0	12	13	0	10	17	9	8	9	0	8	0	15	0	0	8	6	19	9	4	14	5	9	0	0	0	14	13	0	2	4	11	14	0	13	11	11	16	6	6	0	0	7	15	0	18	13	0	0	0	0	17	4	3	16	11	8	0	9	14	0	5	18	11	8	0	13	13	12	0	2	17	14	11	12	9	0	0	13	7	0	12	0	14	11	0	7	4	0	8	0	0	8	8	5	0	18	10	11	8	12	5	0	14	18	5	9	4	11	0	19	0	10	4	13	17	0	10	4	10	18	0	14	12	6	0	24	0	0	15	15	14	0	16	7	14	0	3	3	0	11	6	5	16	0	8	7	4	7	0	13	13	9	0	0	0	10	0	11	0	16	0	7	13	9	4	0
81	12	0	12	8	8	5	1	0	14	14	16	12	10	14	12	6	0	13	7	1	1	10	6	0	2	3	0	10	7	17	12	0	12	12	15	12	16	8	0	2	13	8	22	20	6	0	0	9	2	17	10	0	18	0	1	12	17	0	0	11	0	9	0	19	0	13	0	0	27	5	15	0	10	9	0	4	14	11	0	0	14	0	9	0	12	6	0	10	11	15	0	0	0	0	11	0	0	15	12	5	4	13	5	0	16	0	12	0	0	13	11	15	14	0	17	0	0	0	8	0	11	3	0	9	9	0	15	3	10	0	7	10	16	14	9	5	0	14	11	12	0	2	1	0	0	0	10	10	18	14	5	12	0	0	5	12	10	9	9	15	7	12	10	16	12	11	4	18	0	8	2	9	4	4	0	0	8	0	10	18	8	0	0	0	7	0	0	6	6	5	18	14	9	6	5	18	14	0	8	16	0	9	0	11	17	1	12	9	8	11	0	0	2	15	2	6	9	17	17	0	12	16	5	13	15	0	6	0	5	13	17	7	0	14	17	0	13	0
82	0	6	13	17	2	0	6	0	6	10	10	0	6	0	8	10	0	12	9	0	9	2	0	14	14	12	0	11	7	0	7	15	16	7	17	20	17	6	7	16	0	0	13	0	0	13	0	14	6	11	0	16	10	0	0	0	13	9	0	8	14	4	16	0	20	7	4	4	14	12	0	11	0	8	9	0	0	9	11	8	6	0	9	11	16	15	9	0	10	8	14	9	13	0	15	0	4	0	0	6	11	15	9	1	11	11	0	0	11	12	5	25	0	6	0	5	9	13	12	6	4	7	3	16	8	14	0	19	0	14	16	0	12	0	18	0	12	6	12	4	8	12	9	4	0	5	0	3	16	6	0	0	4	0	11	7	1	16	0	14	9	13	7	17	11	0	27	5	3	0	4	9	0	6	9	0	19	11	9	0	11	0	7	0	0	10	0	9	18	0	14	3	0	8	7	2	7	0	5	0	0	0	0	0	7	7	14	17	10	0	4	6	15	0	4	19	0	0	12	0	0	12	0	0	0	0	6	14	13	0	0	11	4	0	10	0	3	14
83	7	14	11	0	0	11	4	12	11	14	0	7	8	11	13	11	13	11	7	9	0	10	6	11	15	6	0	12	8	12	6	9	0	6	9	14	0	3	0	11	6	4	0	9	0	17	0	13	6	2	0	7	11	16	10	17	12	8	13	12	10	5	27	15	10	5	9	0	0	8	4	1	7	0	5	7	13	16	5	0	9	16	0	4	0	0	14	14	0	0	11	0	0	16	0	0	16	10	8	12	14	7	3	15	0	10	0	9	0	10	17	7	19	4	0	0	8	0	3	1	12	0	8	10	17	8	9	0	8	0	0	14	0	9	9	13	15	0	16	0	9	15	12	0	0	17	12	0	0	5	3	19	12	0	0	5	0	10	12	14	11	0	8	12	0	9	11	19	17	0	5	9	6	14	9	0	10	6	0	0	0	7	5	11	0	0	10	14	13	13	8	0	6	5	0	12	8	11	0	8	4	16	15	8	0	6	0	5	12	0	0	6	0	17	6	11	10	0	9	8	3	18	9	0	0	10	5	18	14	0	11	9	0	0	0	15	11	1
84	6	13	11	0	8	14	14	16	0	4	13	6	23	9	15	0	7	0	3	0	8	2	0	5	0	13	13	0	0	0	15	8	19	0	13	0	4	14	0	16	0	0	9	14	10	11	15	0	15	0	9	10	13	11	4	4	10	10	16	0	7	3	18	14	6	6	13	0	4	14	15	2	0	16	0	15	10	0	9	13	4	0	8	0	0	0	13	14	7	3	3	8	7	23	0	7	13	15	12	11	4	0	5	11	16	11	13	0	18	10	20	8	16	8	11	21	14	0	7	12	5	0	0	15	0	7	12	0	0	6	3	3	0	0	12	10	0	0	6	14	5	18	15	7	0	16	12	9	11	9	16	7	0	0	7	0	8	0	14	0	0	7	15	6	0	0	18	2	0	7	7	0	18	7	0	11	15	2	21	15	10	8	7	0	7	9	12	9	0	0	12	0	0	0	6	0	8	12	14	15	14	0	11	12	10	0	12	11	18	14	0	9	0	0	17	0	0	0	9	0	12	8	2	0	9	21	18	0	2	0	11	6	5	0	0	12	8	3
85	7	10	19	0	2	9	14	7	10	15	5	16	0	10	0	20	18	16	4	0	12	10	8	0	8	0	8	18	17	13	4	0	13	11	18	9	0	8	0	13	1	9	9	15	0	0	8	6	7	12	0	0	0	0	13	0	14	0	15	0	4	0	15	8	6	7	7	0	13	0	0	0	10	9	0	0	0	7	7	8	1	1	0	12	0	0	10	0	11	12	10	11	14	16	0	0	12	0	7	10	0	3	1	14	0	0	9	6	0	7	13	11	0	11	0	0	14	0	4	6	12	9	20	8	4	18	0	0	0	11	0	9	0	0	6	0	10	0	10	4	10	9	8	10	0	17	2	0	10	11	0	9	0	0	13	19	0	10	10	9	16	9	18	0	5	13	7	0	11	0	13	4	10	11	1	1	1	5	11	13	11	0	10	12	6	17	6	15	6	10	7	3	0	0	14	15	0	0	3	7	10	3	16	15	6	13	0	3	15	9	10	0	13	13	9	7	0	5	1	7	11	0	0	0	13	4	12	8	7	0	6	15	0	12	0	10	13	21
86	10	7	10	0	8	0	17	7	10	9	15	7	9	2	18	17	6	13	5	12	5	20	6	15	0	8	0	5	6	0	5	2	9	16	7	0	16	9	11	0	12	11	10	0	11	0	0	10	18	0	10	6	0	14	2	0	0	17	0	14	0	11	7	0	14	19	0	10	13	0	9	8	0	0	0	7	13	15	0	6	8	18	4	7	6	1	0	10	16	11	14	14	6	10	2	14	0	0	17	14	0	5	0	9	0	13	10	7	17	0	5	0	12	0	27	0	8	4	14	9	8	12	6	0	13	9	0	0	0	10	14	14	23	10	18	13	11	0	16	9	1	0	14	0	2	0	8	0	9	12	15	8	13	9	3	8	0	11	3	6	10	0	14	0	0	0	9	15	0	18	11	7	10	0	7	0	4	0	2	10	0	0	17	10	0	12	8	5	6	3	16	10	10	12	8	11	13	6	0	8	10	9	4	0	1	7	7	6	11	0	14	0	0	0	11	0	13	0	2	12	1	16	16	17	4	0	5	10	4	7	16	6	14	0	10	4	12	11
87	0	13	0	13	1	7	10	11	0	9	12	8	13	5	0	12	0	13	2	2	12	10	6	6	0	5	10	9	0	2	0	8	25	0	12	13	0	11	0	15	0	17	11	3	10	8	14	4	9	0	16	5	8	18	5	0	17	7	5	3	7	0	11	0	9	7	15	8	11	0	0	0	6	9	8	12	12	0	11	8	7	7	0	3	10	0	18	0	13	7	8	20	0	2	16	16	9	0	17	23	17	17	1	0	19	10	0	3	0	0	0	20	10	0	7	0	1	13	7	13	0	11	0	21	8	19	13	11	14	14	5	10	10	10	12	0	4	0	5	0	5	7	0	9	15	4	0	18	0	13	0	8	10	9	5	0	14	0	14	5	0	0	12	10	5	14	1	0	5	16	9	7	4	0	0	10	0	3	4	0	0	14	0	5	4	12	15	17	6	0	23	17	0	3	2	1	0	9	1	3	6	0	0	4	10	9	5	7	0	8	0	14	16	0	0	0	4	12	12	0	14	0	1	15	12	14	17	0	0	8	0	0	15	7	0	6	7	21
88	0	0	0	0	9	11	0	20	22	0	6	0	5	12	19	4	0	14	6	3	14	0	10	15	11	12	3	4	12	19	23	15	14	15	9	12	22	6	0	10	0	6	11	0	0	1	0	14	0	4	12	16	0	15	12	0	3	4	15	0	15	0	2	0	5	0	3	13	12	0	9	0	9	0	9	14	14	8	7	0	12	0	4	10	13	12	14	11	14	0	6	0	0	15	5	0	13	13	18	10	4	3	0	0	0	11	12	18	12	0	0	3	1	5	0	9	7	9	12	0	9	5	0	8	9	15	9	15	0	11	0	4	16	5	15	17	14	15	0	0	0	0	11	5	0	11	10	0	14	11	0	1	5	4	0	12	13	0	0	0	14	0	15	12	0	7	15	0	11	0	8	14	18	13	0	0	19	17	0	13	7	5	0	5	1	11	8	11	0	10	18	6	0	0	16	11	0	14	14	6	13	17	0	12	25	12	0	12	16	15	10	3	14	12	0	3	8	6	0	10	6	11	12	12	0	12	0	11	9	11	7	6	11	13	2	17	0	13
89	0	9	9	11	13	8	17	0	7	4	14	8	12	7	0	14	9	8	2	0	5	6	7	15	0	0	1	0	0	6	3	14	15	14	10	16	9	15	1	0	6	12	10	0	13	4	10	11	13	1	0	9	14	16	13	6	4	8	0	6	7	0	7	9	3	9	4	13	0	13	3	0	13	1	5	4	8	8	0	12	0	6	0	10	0	9	0	12	14	12	8	0	2	8	11	15	16	0	4	1	8	12	0	0	0	4	7	12	0	13	10	0	14	0	13	6	9	9	12	16	20	16	0	1	11	5	11	0	16	8	0	4	15	14	17	0	9	0	0	12	3	12	0	0	0	0	0	13	0	12	0	0	17	9	6	0	13	0	11	6	8	12	10	0	13	0	17	0	3	6	16	0	15	0	12	12	1	10	7	14	0	13	15	14	18	0	15	0	8	0	8	10	16	12	13	3	0	15	0	0	18	0	9	8	14	0	5	0	0	3	14	0	13	9	0	20	7	5	15	18	0	0	14	5	10	0	4	0	0	6	13	8	5	1	11	0	5	16
90	0	10	0	0	0	14	11	0	8	0	13	0	12	17	12	6	0	6	9	7	0	0	0	7	9	14	9	9	0	7	3	8	0	0	9	4	1	7	11	14	13	0	0	13	4	7	5	9	0	14	11	17	7	17	0	11	9	1	14	5	7	0	16	5	10	6	13	6	20	13	0	0	7	9	3	13	8	0	0	8	17	0	11	18	0	17	0	0	12	6	0	22	14	3	9	20	19	9	9	11	8	3	14	5	12	9	11	3	0	0	0	9	9	14	11	2	10	7	0	0	0	21	0	21	0	0	0	13	14	0	4	5	3	0	1	6	0	9	15	11	11	10	13	8	16	0	0	8	8	0	16	0	0	0	2	11	3	8	0	1	12	0	9	7	0	0	6	0	0	13	15	9	5	7	14	6	10	10	0	3	21	10	8	0	9	16	12	14	7	0	10	13	21	0	11	13	5	0	6	4	3	7	11	8	8	17	0	8	9	5	0	12	5	0	15	8	15	10	7	0	1	0	3	8	0	12	14	11	4	7	0	0	15	12	21	5	0	12
91	7	7	0	13	10	0	9	2	0	0	10	9	22	12	10	5	2	6	0	0	11	10	0	11	18	0	0	5	1	6	12	0	14	12	5	10	11	4	15	0	3	15	20	3	8	0	3	8	0	3	9	9	15	0	0	13	10	0	5	0	0	8	13	0	20	10	13	13	11	12	9	10	0	14	0	17	0	0	0	19	7	7	18	0	0	0	0	15	2	3	7	6	11	5	6	8	12	0	25	0	12	4	0	14	22	2	0	7	9	0	18	0	11	1	14	10	10	0	0	8	19	0	16	5	4	13	0	17	0	15	12	6	13	10	8	6	0	14	16	0	0	16	8	8	0	9	21	5	0	10	0	0	16	13	1	0	4	3	11	10	0	0	0	20	0	5	9	0	0	11	0	0	7	10	0	0	0	16	0	11	0	8	18	0	0	15	3	10	17	22	0	0	3	0	4	14	15	1	5	3	16	18	3	0	0	13	0	18	4	0	0	9	4	0	13	8	0	0	0	11	20	8	10	18	16	8	0	15	8	18	14	15	0	10	4	7	10	0
92	26	9	15	0	10	0	4	9	13	11	0	1	0	0	16	8	0	0	12	0	0	13	6	20	0	3	0	0	3	5	0	6	14	6	0	13	8	7	0	15	8	2	15	7	11	2	16	0	0	0	10	0	6	9	4	13	0	12	14	0	15	0	15	0	13	0	25	9	3	16	0	0	9	0	0	8	12	11	5	9	5	4	0	0	10	0	0	3	14	5	10	7	14	0	13	2	0	8	7	0	0	3	3	10	5	16	11	6	13	10	7	6	0	9	10	9	7	10	0	13	9	10	1	6	9	7	5	0	17	13	5	10	15	12	9	0	4	11	14	0	3	0	13	17	6	0	0	14	7	8	0	0	10	0	4	7	0	9	0	3	0	3	11	0	8	16	15	0	0	10	0	11	14	0	0	0	14	11	7	3	0	7	0	7	0	6	12	11	13	0	7	14	0	0	11	9	6	10	0	7	19	0	15	8	2	19	0	14	11	1	0	7	17	14	6	15	11	0	0	7	12	0	0	0	7	19	5	0	0	14	9	15	0	5	19	4	19	14
93	12	7	13	0	11	0	12	9	0	16	14	15	7	0	17	12	14	8	8	10	10	15	10	19	5	18	3	10	0	14	0	15	2	15	0	7	6	11	6	17	0	3	12	16	7	0	6	6	8	0	17	8	8	19	4	11	0	2	16	14	0	16	0	11	0	0	10	18	13	15	15	15	0	3	0	10	0	9	20	6	13	0	11	10	9	0	12	3	11	7	14	0	19	4	0	13	12	13	11	15	0	16	1	4	0	0	11	0	0	11	0	10	14	0	15	12	7	0	15	0	0	4	0	13	3	5	0	0	7	0	0	9	0	0	6	7	0	0	0	14	21	10	10	14	0	17	0	0	9	23	9	13	15	0	8	20	10	5	6	5	9	0	0	3	10	13	0	7	2	13	0	0	0	0	0	0	12	0	16	10	18	9	9	13	2	10	17	19	0	10	12	11	7	12	0	0	12	0	11	6	5	10	12	10	7	10	17	14	0	0	0	9	14	2	19	12	8	1	2	8	9	4	11	0	11	0	10	7	17	0	15	13	14	10	8	0	0	11
94	0	10	0	3	3	0	0	12	6	8	19	0	2	4	13	0	6	6	2	10	1	7	4	4	8	0	14	16	11	10	13	17	0	5	17	13	10	0	0	0	8	0	17	5	9	1	0	0	0	7	12	0	9	6	0	12	11	11	15	0	11	0	0	10	0	9	0	2	5	10	4	12	0	5	17	9	0	14	0	9	0	9	10	7	9	5	7	6	0	9	0	9	0	17	14	6	4	0	13	6	6	0	13	14	13	0	12	6	9	0	13	0	0	0	0	0	6	0	0	0	5	4	13	10	0	0	2	12	14	5	0	14	17	15	15	4	0	3	8	0	0	13	0	1	9	6	0	4	0	19	9	17	14	3	1	0	20	19	0	11	9	14	11	0	0	8	0	0	13	17	0	7	6	0	0	24	0	6	13	15	8	14	6	0	2	7	8	15	12	6	22	17	15	9	9	7	0	12	10	10	13	10	16	14	0	14	9	19	18	19	0	14	0	17	19	15	0	9	9	14	10	6	13	14	3	8	13	10	0	2	17	2	9	12	0	8	0	6
95	0	11	0	3	15	11	10	0	10	4	4	0	7	6	9	7	4	17	8	0	12	11	6	0	0	0	0	9	11	6	13	3	8	0	12	0	10	0	11	10	0	4	14	9	5	13	0	10	0	0	16	12	7	0	0	8	9	10	8	0	3	0	14	6	10	11	0	8	5	0	15	11	13	9	9	16	10	6	6	4	0	3	3	16	6	11	1	0	13	9	14	11	0	8	0	14	12	12	7	0	4	0	11	0	0	15	12	9	10	0	0	12	15	0	7	11	10	10	6	11	0	0	9	0	0	0	0	11	7	9	0	14	16	0	17	7	15	15	0	14	7	10	4	16	6	8	10	2	10	9	0	9	0	14	5	23	12	0	11	4	18	13	11	0	14	9	12	2	7	1	12	13	3	4	0	10	10	10	1	5	9	16	0	15	0	10	3	8	16	0	0	10	4	0	0	1	12	0	9	3	5	0	7	12	17	9	14	13	16	11	0	0	11	19	0	0	8	0	9	14	13	14	0	1	0	14	12	10	16	0	2	7	6	0	11	0	19	0
96	0	8	0	0	0	12	0	0	15	6	8	8	0	0	15	10	10	0	19	8	9	0	0	10	5	17	12	6	1	0	6	6	6	8	0	11	0	0	16	5	11	15	5	11	15	0	10	0	7	2	2	13	7	18	9	5	0	0	15	3	20	0	11	3	0	0	0	8	0	0	0	15	12	8	17	0	12	15	8	5	16	0	11	15	0	16	0	11	11	0	11	13	9	9	11	9	0	0	9	3	0	15	13	9	6	8	11	9	16	0	12	7	0	0	11	13	0	5	9	11	0	0	0	5	14	0	0	10	4	6	0	0	18	0	0	11	16	21	9	3	0	4	0	10	9	1	8	4	0	7	15	0	16	7	8	0	22	7	8	7	8	3	0	1	0	0	0	12	4	9	0	0	0	0	9	12	5	17	7	9	11	5	1	0	0	10	12	17	12	11	9	0	18	13	6	0	5	13	6	0	12	14	12	8	6	0	8	8	7	0	1	7	0	0	16	7	13	11	2	19	16	0	0	18	15	0	10	6	0	0	11	0	8	1	0	11	0	9
97	9	0	0	16	6	17	0	10	18	8	0	11	0	2	5	9	3	4	15	0	0	1	17	0	10	0	0	0	6	0	14	14	0	16	12	12	12	17	13	6	4	17	0	14	17	0	0	13	4	11	7	14	13	6	5	7	15	0	11	13	0	17	2	12	7	13	7	0	11	18	15	0	8	0	2	12	0	6	18	10	13	0	9	0	15	15	10	8	18	8	15	11	0	11	0	0	5	0	3	17	13	1	6	9	17	0	3	7	11	15	6	11	0	14	16	0	0	0	0	9	0	16	0	7	6	13	15	0	1	0	7	10	13	8	10	7	0	0	0	14	9	0	10	12	0	0	17	3	5	0	5	0	16	0	6	9	11	4	0	9	14	0	10	20	18	0	4	4	17	12	17	0	10	1	20	12	1	11	11	5	0	9	5	0	3	3	2	15	8	17	0	14	13	0	8	10	11	0	11	10	16	12	17	6	0	1	9	9	0	12	0	14	7	0	8	0	0	8	21	14	0	0	18	8	7	9	20	11	6	8	6	0	9	0	7	10	0	0
